paper, title, mission/instruments, models, manually reviewed, CMR datasets,,,correct, missed, extraneous
RZ5JML2I,2019_Rochon_A study on harmonizing total ozone assimilation with multiple sensors.pdf,'aura/omi'(1); 'suomi-npp/omps'(1), ,OMTO3;OMPS_NPP_NPBUVO3_L2;OMPS_NPP_NMTO3_L2;SBUV2N19L2;SBUVN7O3,,,,0, 5, 0
TGCH53MZ,2017_Jury_Statistics and Meteorology of Air Pollution Episodes over the South African.pdf,'aura/omi'(1), 'merra'(25); 'geos-5'(2),M2I1NXLFO;M2TMNXFLX;M2IMNXLFO;M2T1NXAER;M2TMNXAER;M2IMNPASM;M2TMNXLND;AIRX3STD;AIRS3STD;MAI3CPASM;M2IMNPANA;OMSO2e;OMNO2d;MOD11C3;MYD11C3,,,,0, 15, 0
AXFFDXQE,2016_Gu_Summertime nitrate aerosol in the upper troposphere and lower stratosphere over.pdf,'erbs/sage ii'(1), 'geos-chem'(18); 'geos-5'(1),ML2HNO3;ML2O3,,,,0, 2, 0
SY6LCI3H,2016_Venkat Ratnam_Effect of tropical cyclones on the stratosphere–troposphere exchangeobserved.pdf,'aura/mls'(4), ,ML2O3;ML2H2O,ML2H2O;GozMmlpO3,,,1, 1, 1
5SCEBAM7,2011_Ziemke_A global climatology of tropospheric and stratospheric ozone derived from Aura.pdf,'aura/mls'(4); 'aura/omi'(4), ,ML2O3;OMTO3,OMTO3e;ML2T;GozMmlpO3,,,0, 2, 3
CP9T7GD3,2018_Polichtchouk_Sensitivity of the Brewer–Dobson Circulation and Polar Vortex Variability to.pdf,'aura/mls'(1), ,ML2T,,,,0, 1, 0
YGXCQ3PD,2017_Ziemke_A Cloud-Ozone Data Product from Aura OMI and MLS Satellite Measurements.pdf,'aura/mls'(3); 'aura/omi'(2); 'nimbus-7/thir'(1); 'nimbus-7/toms'(1), 'geos-5'(1),ML2O3;OMAERUV;OMAERUVd;OMCLDO2;OMCLDRR;OMTO3;OMTO3d,OMTO3e;GozMmlpO3,,,0, 7, 2
269EK29A,2020_Chubarova_Effects of Ozone and Clouds on Temporal Variability of Surface UV Radiation and.pdf,'aura/omi----level 3'(1), ,OMUVBd;TOMSN7L3;TOMSEPL3,,,,0, 3, 0
KV2MQATC,2006_Ziemke_Tropospheric ozone determined from Aura OMI and MLS.pdf,'aura/mls'(12); 'aura/omi'(7); 'uars/mls'(3), 'geos-chem'(3),ML2O3;OMTO3d,OMTO3e;GozMmlpO3,,,0, 2, 2
ZAM6WF8Q,2019_McPeters_Trend quality ozone from NPP OMPS.pdf,'aura/mls'(4); 'aura/omi'(3), ,ML2O3;OMTO3d,OMTO3e;GozMmlpO3,,,0, 2, 2
368WH7BM,2019_Lossow_The SPARC water vapour assessment II.pdf,, 'merra'(2),ML2H2O;HIRDLS2,,,,0, 2, 0
QJ4W4FAV,2020_Chen_The role of natural factors in constraining long-term tropospheric ozone trends.pdf,'aura/mls'(1); 'aura/omi'(1), ,ML2O3;OMTO3d,,,,0, 2, 0
73QE7JQI,2015_Pumphrey_Observations of volcanic SO2 from MLS on Aura.pdf,'aura/mls'(3); 'aura/omi'(1), ,ML2SO2;OMSO2,,,,0, 2, 0
4BN68TJY,2009_Herman_Changes in cloud and aerosol cover (1980-2006) from reflectivity time series.pdf,'nimbus-7/toms'(7); 'ep-toms/toms'(6); 'ep-toms/seawifs'(2); 'aura/omi'(1); 'nimbus-7/sbuv'(1), ,MSLERLSTL3d10;MSLERLSTL3zm;MSLERNNL3d10;MSLERNNL3zm,,,,0, 4, 0
U8PX8X7U,2019_Ravindrababu_Large Anomalies in the Tropical Upper Troposphere Lower Stratosphere (UTLS).pdf,'aura/mls'(3); 'aura/mls----level 2'(1); 'cosmic/formosat-3/ro----level 2'(1); 'aqua/airs----level 2'(1), ,ML2CO;ML2O3;ML2H2O;AIRS3STM;AIRS2RET,,,,0, 5, 0
FE5Y5SGL,2019_Tritscher_Lagrangian simulation of ice particles and resulting dehydration in the polar.pdf,'aura/mls'(1), ,ML2HNO3;ML2H2O,,,,0, 2, 0
5XSWGIL8,2012_Damiani_Impact of January 2005 solar proton events on chlorine species.pdf,'aura/mls'(1), 'merra'(1),ML2CLO;ML2HCL;ML2HOCL;ML2N2O;ML2T,,,,0, 5, 0
GCEEV58X,2019_Yi_Climatology of the mesopause relative density using a global distribution of.pdf,'aura/mls'(4), ,ML2T,ML2T,,,1, 0, 0
AW7KBMJC,2016_Massie_Changes in the shape of cloud ice water content vertical structure due to.pdf,'aqua/modis'(1), ,ML2CO,,,,0, 1, 0
T8H2SQJU,2017_Wohltmann_A quantitative analysis of the reactions involved in stratospheric ozone.pdf,'scisat-1/ace/ace-fts'(1), ,UARHA2FN;UARHA3AT;ML2H2O;ML2N2O;ML2HCL;ML2O3;ML2HNO3,,,,0, 7, 0
AAFWB8JI,2013_Stachnik_Stratospheric BrO abundance measured by a balloon-borne submillimeterwave.pdf,'aura/mls'(3), ,ML2BRO,ML2BRO,,,1, 0, 0
UA3S2JJY,2006_Livesey_EOS Microwave Limb Sounder observations of upper stratospheric BrO.pdf,'aura/mls'(1); 'uars/haloe'(1), ,ML2BRO;ML2N2O;ML2O3;UARHA2FN;UARHA3AT,,,,0, 5, 0
L9EVDNK4,2008_Vasilkov_Evaluation of the OMI cloud pressures derived from rotational Raman scattering.pdf,'aura/omi'(2); 'aura/mls'(1); 'aqua/modis'(1), ,OMMYDAGEO;OMMYDCLD,,,,0, 2, 0
SSRPEZ94,2017_Moy_Altitude registration of limb-scattered radiation.pdf,'aura/mls'(2), 'merra'(11); 'geos-5'(1),OMPS_NPP_LP_L2_O3_DAILY,GozMmlpO3,,,0, 1, 1
7IH364WU,2018_Hu_Spatiotemporal characteristics of aerosols and their trends over mainland China.pdf,'aqua/modis'(5); 'terra/modis'(1), ,MODISA_L3m_RRS_8d_4km;MOD08_D3;MOD08_M3;MYD08_D3;MYD08_M3;OMTO3d;OMAERUVd,,,,0, 7, 0
4N8QFIY5,2019_Yang_Ozone profile climatology for remote sensing retrieval algorithms.pdf,'aura/mls'(10); 'aura/omi'(7); 'uars/mls'(1), 'merra'(50); 'merra-2'(49),OMPS_NPP_NMSO2_L2;ML2O3;OMTO3;M2I3NPASM;M2I3NVASM,OMTO3e;OMVFPITMET;GozMmlpO3,,,0, 5, 3
UIR2CJ76,2018_Ryan_Assessing the ability to derive rates of polar middle-atmospheric descent using.pdf,'aura/mls'(2); 'scisat-1/ace/ace-fts'(1), 'merra'(1),ML2CO,,,,0, 1, 0
ND2MMCML,2017_Senghor_Seasonal cycle of desert aerosols in western Africa.pdf,'aura/omi'(3); 'aura/omi----level 3'(1); 'meteosat/seviri'(1), ,OMAERUVd;SWDB_L305;SWDB_L310;SWDB_L3M05;SWDB_L3M10,,,,0, 5, 0
ECJY4VTB,2017_Podrascanin_A Comparison of MICROTOPS II and OMI Satellite Ozone Measurements in Novi Sad.pdf,, ,OMDOAO3e;OMTO3e,,,,0, 2, 0
HDAYCA43,2017_Freeman_Mapping air quality zones for coastal urban centers.pdf,'aura/omi'(1), ,OMNO2d,,,,0, 1, 0
LQVBLZY8,2017_Vasilkov_Accounting for the effects of surface BRDF on satellite cloud and trace-gas.pdf,, 'geos-5'(1); 'merra-2'(1); 'merra'(1),OMGLER,,,,0, 1, 0
TEA2H34D,2017_Zhang_Spatial and temporal evaluation of long term trend (2005–2014) of OMI retrieved.pdf,'aura/omi'(2), ,OMNO2d;OMSO2e,OMSO2e;OMI_MINDS_NO2,,,1, 1, 1
X2EGTV5U,2017_Goldberg_A high-resolution and observationally constrained OMI NO sub2-sub satellite.pdf,'aura/omi'(1), 'geos-5'(2); 'merra'(1); 'geos-chem'(1),OMNO2,,,,0, 1, 0
DLWXQL43,2019_Massagué_2005–2017 ozone trends and potential benefits of local measures as deduced from.pdf,'aura/omi'(1), ,OMNO2,,,,0, 1, 0
59ZRQDUS,2017_Fioletov_Multi-source SO sub2-sub emission retrievals and consistency of satellite.pdf,'aura/omi'(2), ,MSAQSO2L4,OMSO2e,,,0, 1, 1
FVBDUWRL,2019_Goldberg_A top-down assessment using OMI NO sub2-sub suggests an underestimate in.pdf,, ,OMNO2,,,,0, 1, 0
GBUABSJD,2017_Zhang_Continuation of long-term global SO sub2-sub pollution monitoring from OMI.pdf,'aura/omi'(3), ,OMPS_NPP_NMSO2_PCA_L2,,,,0, 1, 0
VNLU2XSF,2016_Krotkov_Aura OMI observations of regional SO sub2-sub and NO sub2-sub pollution.pdf,'aura/omi'(4), ,MSAQSO2L4,OMSO2e;OMI_MINDS_NO2,,,0, 1, 2
KE3BIAFA,2013_Fioletov_Application of OMI SCIAMACHY and GOME-2 satellite SO sub2-sub retrievals.pdf,'aura/omi'(3), 'geos-chem'(4),MSAQSO2L4,,,,0, 1, 0
R2QB642S,2016_Laughner_Effects of daily meteorology on the interpretation of space-based remote.pdf,'aqua/modis'(2); 'aura/omi'(1); 'terra/modis'(1), ,OMNO2,,,,0, 1, 0
22GSXA3A,2006_Bhartia_Recent results from the Ozone Monitoring Instrument (OMI) on EOS Aura.pdf,'aura/omi'(7); 'nimbus-7/toms'(2); 'aura/mls'(2); 'nimbus-4/buv'(1); 'nimbus-7/sbuv'(1); 'aqua/modis'(1), ,OMAERO;OMAEROG;OMAEROZ;OMAEROe;OMAERUV;OMAERUVG;OMAERUVd;OMBRO;OMCLDO2;OMCLDO2G;OMCLDO2Z;OMCLDRR;OMCLDRRG;OMDOAO3;OMDOAO3G;OMDOAO3Z;OMDOAO3e;OMHCHO;OMHCHOG;OML1BIRR;OML1BRUG;OML1BRUZ;OML1BRVG;OML1BRVZ;OMLER;OMO3PR;OMOCLO;OMPIXCOR;OMPIXCORZ;OMTO3;OMTO3G;OMTO3d;OMTO3e;OMUVB;OMUVBG;OMUVBd,OMTO3e;GozMmlpO3,,,1, 35, 1
22MGRLFE,2012_Chan_NO2 measurements in Hong Kong using LED based long path differential optical.pdf,, 'geos-chem'(6),,
242N4DWA,2010_Russell_Absorption Angstrom Exponent in AERONET and related data as an indicator of.pdf,, ,,
24PG74LY,2012_Lyapustin_Discrimination of biomass burning smoke and clouds in MAIAC algorithm.pdf,'aqua/modis'(6), ,,
26Q6TJT7,2007_Verronen_Latitudinal extent of the January 2005 solar proton event in the Northern.pdf,'aura/mls'(4), ,,ML3DBOH
26YMUJEI,2013_Richards_The Mediterranean summertime ozone maximum.pdf,, 'geos-chem'(1),,
289RH5AK,2020_Loughner_The benefits of lower ozone due to air pollution emission reductions.pdf,, ,,
2AHP254C,2010_Ziemke_A new ENSO index derived from satellite measurements of column ozone.pdf,'aura/mls'(8); 'uars/haloe'(3); 'uars/mls'(3); 'aura/omi'(2), ,,OMTO3e;GozMmlpO3
2CEF6YBD,2009_Boersma_Validation of urban NO2 concentrations and their diurnal and seasonal.pdf,'aura/omi'(1), 'geos-chem'(17),,
2CI8MET7,2012_Choi_Analysis of satellite-derived Arctic tropospheric BrO columns in conjunction.pdf,'aura/omi'(2); 'aqua/modis'(2); 'aqua/modis----level 3'(1), 'merra'(10); 'geos-5'(4),,
2CL6AVSH,2010_Nassar_Modeling global atmospheric CO2 with improved emission inventories and CO2.pdf,, 'geos-chem'(31); 'geos-5'(4),,
2CUY64AQ,2012_Torres_Retrieval of Aerosol Optical Depth above Clouds from OMI Observations.pdf,'aura/omi'(3); 'aqua/modis'(3); 'terra/modis'(1), ,,
2E5DXR28,2010_Duncan_Application of OMI observations to a space-based indicator of NOx and VOC.pdf,'aura/omi'(2), 'geos-chem'(2),,
2F6KLAM7,2009_Liang_The governing processes and timescales of stratosphere-to-troposphere transport.pdf,, ,,
2GYNYJ7K,2008_Kroon_OMI total ozone column validation with Aura-AVE CAFS observations.pdf,'aura/omi'(23); 'aura/mls'(1), ,,OMTO3e
2HPW4YST,2020_Demirgüç-Kunt_The Sooner the Better.pdf,'aura/omi'(1), ,,
2JTRX529,2014_Chatani_Photochemical roles of rapid economic growth and potential abatement strategies.pdf,'aura/omi'(3), ,,OMTO3e;OMI_MINDS_NO2
2KGA4YS9,2009_Kawa_Sensitivity of polar stratospheric ozone loss to uncertainties in chemical.pdf,'aura/mls'(2), ,,GozMmlpO3
2L6D9SRL,2020_Sousa_Ozone trends on equatorial and tropical regions of South America using Dobson.pdf,'meteor-3/toms'(1); 'aura/omi'(1); 'nimbus-7/toms'(1), ,,
2Q7BL9GU,2014_Curier_Synergistic use of OMI NO2 tropospheric columns and LOTOS–EUROS to evaluate the.pdf,'aura/omi'(1), ,,
2S92UT9T,2015_Ma_Validation of the OMI-TOMS and OMI-DOAS total ozone column data using.pdf,'aura/omi'(3), ,,
2TX3XLMR,2011_Prasad_Influence of coal-based thermal power plants on the spatial–temporal.pdf,'aura/omi'(7); 'aura/omi----level 3'(1), ,,OMI_MINDS_NO2
2WY73IRG,2008_Liu_Airborne dust distributions over the Tibetan Plateau and surrounding areas.pdf,'aqua/modis'(2), ,,
2XCAXLIT,2017_Zhang_Dry deposition of NO2 over China inferred from OMI columnar NO2 and atmospheric.pdf,'aura/omi'(2), 'geos-chem'(3),,OMI_MINDS_NO2
2Y9GURUV,2017_Vaz Peres_Measurements of the total ozone column using a Brewer spectrophotometer and.pdf,'meteor-3/toms'(5); 'aura/omi'(1); 'nimbus-7/toms'(1), ,,TOMSM3L3
2YJKDHZH,2020_Ialongo_Comparison of TROPOMI-Sentinel-5 Precursor -chemNO_2 observations with.pdf,'sentinel-5p/tropomi'(2), ,,
33LZSBMD,2010_Huijnen_Comparison of OMI NO2 tropospheric columns with an ensemble of global and.pdf,, 'geos-chem'(4),,
34JE9CG5,2011_Wang_Assimilation of OMI NO2 retrievals into a regional chemistry-transport model.pdf,'aura/omi'(2), ,,
35IHNBJY,2009_Chandra_Effects of the 2006 El Niño on tropospheric ozone and carbon monoxide.pdf,'aura/omi'(3); 'aura/mls'(3), 'geos-chem'(2),,GozMmlpO3
35KX7QLI,2015_Fan_Long-term comparisons of UV index values derived from a NILU-UV instrument.pdf,'aura/omi'(2), ,,
35Q74RI9,2020_Souri_An inversion of NOsubix-i-sub and non-methane volatile organic compound.pdf,'suomi-npp/omps'(1), 'geos-chem'(4),,
36YRDH9E,2017_Kim_Intercomparison of total column ozone data from the Pandora spectrophotometer.pdf,'aura/omi'(1), ,,
39LEEIH7,2020_Luo_An inter-comparative evaluation of PKU-FUEL global SO2 emission inventory.pdf,'aura/omi'(1), 'geos-chem'(21); 'merra'(1),,
39QNIQC7,2012_Yan_Corrections for OMI SOsub2-sub BRD retrievals influenced by row anomalies.pdf,, ,,
3CMSDJMP,2020_Maji_Spatio-temporal variations and trends of major air pollutants in China during.pdf,, ,,
3DP4ZK2F,2008_Manson_Regional stratospheric warmings in the Pacific-Western Canada (PWC) sector.pdf,'aura/mls'(20), ,,ML2CLO;ML2T;ML2HNO3;GozMmlpHCl;ML2N2O;GozMmlpO3
3DTT3GCW,2016_Rasool_Enhanced representation of soil NO emissions in the Community Multiscale Air.pdf,'aura/omi'(1), 'geos-chem'(12),,
3FTY34KK,2017_Lefohn_Responses of human health and vegetation exposure metrics to changes in ozone.pdf,, ,,
3FZCR8IA,2020_Ruiz Villena_Discrete-wavelength DOAS -chemNO_2 slant column retrievals from OMI and TROPOMI.pdf,'aura/omi'(1); 'sentinel-5p/tropomi'(1); 'aura/omi----level 1'(1), ,,
3GVXAAPI,2010_Torres_OMI and MODIS observations of the anomalous 2008–2009 Southern Hemisphere.pdf,'aqua/modis'(5), ,,
3GVXWF83,2011_Wang_Evaluating AURA-OMI ozone profiles using ozonesonde data and EPA surface.pdf,'aura/omi'(1); 'aura/omi----level 2'(1), ,,
3I9DUFIU,2018_Zhang_Evaluation of the performance of Suomi-NPP OMPS nadir mapper products using.pdf,'suomi-npp/omps'(3); 'aura/omi'(1), ,,OMPS_NPP_LP_L2_O3_DAILY
3J76F7IE,2020_Bahrami_Efficient dust detection based on spectral and thermal observations of MODIS.pdf,'aura/omi'(3); 'aqua/modis'(2); 'terra/modis'(1); 'terra/modis----level 1'(1); 'aqua/modis----level 1'(1), ,,
3JZ784WY,2017_Zhang_What factors control the trend of increasing AAOD over the United States in the.pdf,'aqua/modis'(2); 'terra/modis'(2); 'aura/omi'(1), 'geos-chem'(12),,
3K9C93BX,2013_Pinedo_Assessment of the Latitudinal Behavior of Total Column Ozone at Nine Discrete.pdf,'meteor-3/toms'(2), ,,
3KND7MJJ,2009_Livingston_Comparison of aerosol optical depths from the Ozone Monitoring Instrument (OMI).pdf,'aqua/modis'(10); 'aura/omi'(3); 'terra/modis'(1), ,,
3LWCSP8I,2013_Takele Kenea_Retrieval and satellite intercomparison of O sub3-sub measurements from.pdf,'aura/mls'(2); 'aura/omi'(1); 'aqua/airs'(1), ,,
3M8BEU89,2019_Bittencourt_Investigation of the behavior of the atmospheric dynamics during occurrences of.pdf,'aura/omi'(1), ,,
3MZVWED2,2020_Arshad_Unprecedented reduction in airborne aerosol particles and nitrogen dioxide.pdf,'terra/modis'(3); 'aqua/modis'(1); 'aura/omi'(1), ,,
3NELT4MI,2013_Wagner_A feasibility study for the retrieval of the total column precipitable water.pdf,'aura/omi'(2), ,,
3Q9VD6S8,2020_Yunus_COVID-19 and surface water quality.pdf,'terra/modis'(2); 'aura/omi'(1); 'aqua/modis'(1), ,,
3QZJIKRW,2018_Zhang_Comparing OMI-based and EPA AQS in situ -chemNO_2 trends.pdf,'aura/omi'(1); 'aqua/modis'(1); 'terra/modis'(1), 'geos-chem'(1),,
3RD24XNC,2014_Marchenko_SOLAR SPECTRAL IRRADIANCE CHANGES DURING CYCLE 24.pdf,'sorce/solstice'(2); 'sorce/sim'(2); 'nimbus-7/sbuv'(1); 'aura/omi'(1); 'uars/solstice'(1), ,,
3TENG9N5,2019_Seo_First high-resolution BrO column retrievals from TROPOMI.pdf,'sentinel-5p/tropomi'(2); 'aqua/modis'(2), ,,
3TZ93GMM,2013_Huang_Impacts of transported background pollutants on summertime western US air.pdf,'aura/omi'(5); 'terra/modis'(1), ,,OMTO3e
3UWFEQ8Z,2017_Anderson_Stratospheric ozone over the United States in summer linked to observations of.pdf,'aura/mls'(2); 'scisat-1/ace/ace-fts'(1), ,,GozMmlpHCl
3YHN4Q63,2018_Toihir_Variability and trend in ozone over the southern tropics and subtropics.pdf,'ep-toms/toms'(7); 'meteor-3/toms'(1); 'nimbus-7/toms'(1); 'aura/omi'(1), ,,TOMSEPL2
42MQJUQ2,2016_Gupta_Top-of-the-atmosphere shortwave flux estimation from satellite observations.pdf,'aura/omi'(2); 'aqua/modis'(1), ,,
4494PX5D,2008_Buchard_Comparison of OMI ozone and UV irradiance data with ground-based measurements.pdf,'aura/omi'(5); 'nimbus-7/toms'(1), ,,
44EAXD8R,2011_Witte_NASA A-Train and Terra observations of the 2010 Russian wildfires.pdf,'aqua/modis'(6); 'terra/modis'(6); 'aqua/airs'(2); 'aura/omi'(1), ,,
45IF3XXU,2010_Kuttippurath_Estimation of Antarctic ozone loss from ground-based total column measurements.pdf,'aura/omi'(4), ,,
45NU4CWS,2020_Qin_Satellite-based estimation of surface NO2 concentrations over east-central China.pdf,'aura/omi'(2); 'aqua/modis'(1), 'geos-chem'(3),,
46LP2YVT,2011_Thomas_A comparison of AIRS MODIS and OMI sulphur dioxide retrievals in volcanic.pdf,'aura/omi'(3); 'aqua/modis'(3); 'aqua/airs'(2); 'terra/modis'(1), ,,
48JNIKWM,2015_Bela_Ozone production and transport over the Amazon Basin during the dry-to-wet and.pdf,'goes/avhrr'(1); 'trmm/virs'(1); 'trmm/tmi'(1); 'trmm/pr'(1), ,,
48XUPX6L,2012_Merlaud_DOAS measurements of NOsub2-sub from an ultralight aircraft during the.pdf,'aqua/modis'(3), 'gdas'(3),,
4BA3F98C,2020_Li_Developing a novel hybrid model for the estimation of surface 8-h ozone.pdf,, ,,
4CVGJS3V,2013_Worden_Averaging kernel prediction from atmospheric and surface state parameters based.pdf,'aura/omi'(2), ,,
4CX4QWPF,2013_Zyrichidou_Evaluation of high resolution simulated and OMI retrieved tropospheric NO2.pdf,'aura/omi'(4), 'geos-chem'(1),,OMI_MINDS_NO2
4E7WSIUJ,2010_Liu_Ozone profile retrievals from the Ozone Monitoring Instrument.pdf,'aura/mls'(2); 'aura/omi'(2), 'geos-chem'(1),,GozMmlpO3
4GNMKPML,2015_Lu_Emissions of nitrogen oxides from US urban areas.pdf,'aura/omi'(1), ,,
4GUD4XR4,2009_Council_Global Sources of Local Pollution.pdf,, 'geos-chem'(1),,
4JEGF8IP,2018_Hammer_Insight into global trends in aerosol composition from 2005 to 2015 inferred.pdf,, 'geos-chem'(12); 'merra-2'(1); 'merra'(1),,
4JJFHR6I,2018_Kreyling_The Extrapolar SWIFT model (version 1.pdf,'aura/mls'(12), ,,ML2H2O;GozMmlpO3
4LGUH4CC,2013_Saponaro_A neural network algorithm for cloud fraction estimation using NASA-Aura OMI.pdf,'aura/omi'(2); 'aqua/modis'(2), ,,
4W4ZC49A,2008_Kramer_Comparison of OMI and ground-based in situ and MAX-DOAS measurements of.pdf,'aura/omi'(3); 'aqua/modis'(1), ,,OMI_MINDS_NO2
4WB7GTUY,2018_Cao_Adjoint inversion of Chinese non-methane volatile organic compound emissions.pdf,, 'geos-chem'(11); 'geos-5'(3),,
4ZUYQSNN,2020_Sorek-Hamer_Review.pdf,'goes/avhrr'(1); 'suomi-npp/viirs'(1); 'aqua/modis'(1); 'aura/omi'(1); 'terra/modis'(1), 'geos-chem'(1); 'geos-5'(1),,
529HCB92,2017_Kharol_OMI satellite observations of decadal changes in ground-level sulfur dioxide.pdf,'aura/omi'(2), ,,
5885JN7N,2014_Pastel_Construction of merged satellite total O3 and NO2 time series in the tropics.pdf,'ep-toms/toms'(19); 'aura/omi'(2), ,,TOMSEPL2
594YFQVI,2020_Gabis_Quasi-biennial oscillation of the equatorial total ozone.pdf,'aura/omi'(2); 'meteor-3/toms'(1); 'suomi-npp/omps'(1); 'nimbus-7/toms'(1), ,,
59DTLFQB,2011_Valin_Observation of slant column NO2 using the super-zoom mode of AURA-OMI.pdf,'aura/omi----level 1'(1), ,,
5AS6Y8E5,2014_Sharma_Comparison of ground based satellite estimated and modeled solar UV Index in.pdf,, ,,
5BA4DUU2,2016_Gassó_The role of cloud contamination aerosol layer height and aerosol model in the.pdf,'aura/omi'(2); 'aqua/modis'(1), ,,
5CYA3X6A,2019_Shah_Effect of changing NOx lifetime on the seasonality and long-term trends of.pdf,'aura/omi'(1), 'geos-chem'(32); 'merra-2'(1); 'merra'(1),,
5F84ENWA,2017_Krotkov_The version 3 OMI NO sub2-sub standard product.pdf,'aura/omi'(4); 'aura/mls'(1); 'sentinel-5p/tropomi'(1), 'merra'(4),,OMI_MINDS_NO2
5HQPYDY8,2013_Schaap_Assessing the Sensitivity of the OMI-NO2 Product to Emission Changes across.pdf,'aura/omi'(1), ,,
5JUV8B6R,2014_Schreier_The empirical relationship between satellite-derived tropospheric.pdf,'terra/modis'(14); 'aqua/modis'(12); 'aura/omi'(1); 'meteosat/seviri'(1), ,,
5JW5SAAC,2017_Kauppi_Aerosol-type retrieval and uncertainty quantification from OMI data.pdf,'aqua/modis'(6); 'aura/omi'(2); 'terra/modis'(1), ,,
5LH5VRM9,2016_Bauduin_Retrieval of near-surface sulfur dioxide (SO2) concentrations -hack-newline at.pdf,'aura/omi'(1), ,,
5MPUASCE,2006_Leppelmeier_OMI very fast delivery and the Sodankyla-spl uml- Satellite Data Centre.pdf,'aura/omi'(3), ,,
5NVMI3GE,2020_Zhang_NOx Emission Reduction and Recovery during COVID-19 in East China.pdf,'sentinel-5p/tropomi'(1), 'geos-chem'(5),,
5QI44A4I,2011_Hendrick_NDACC-SAOZ UV-visible total ozone measurements.pdf,'meteor-3/toms----level 2'(1); 'nimbus-7/toms----level 2'(1); 'aura/omi'(1), ,,
5RXJ5TZW,2016_Zempila_OMI-Aura UV product validation using NILU-UV ground-based measurements in.pdf,'aura/omi'(6), ,,
5SMW4TGN,2019_Silvern_Using satellite observations of tropospheric -chemNO_2 columns to infer.pdf,'aura/omi'(1), 'geos-chem'(41); 'merra'(5); 'merra-2'(4),,
5TYVQGTI,2012_Liao_Characterization of soluble bromide measurements and a case study of BrO.pdf,'aura/omi'(1), 'geos-5'(1),,
5U8AXJVZ,2010_Lamsal_Indirect validation of tropospheric nitrogen dioxide retrieved from the OMI.pdf,'aura/omi'(1), ,,
5VNF8CGV,2009_Gruzdev_Validating NO2 measurements in the vertical atmospheric column with the OMI.pdf,'aura/omi'(1), ,,
5VSZ4WLP,2018_Zempila_Validation of OMI erythemal doses with multi-sensor ground-based measurements.pdf,'aura/omi'(15), ,,
5XULIMG9,2017_Kwon_Sensitivity of formaldehyde (HCHO) column measurements from a geostationary.pdf,, 'geos-chem'(14); 'geos-5'(1); 'merra'(1),,
63WA2G2T,2010_Hudman_Interannual variability in soil nitric oxide emissions over the United States.pdf,'terra/modis'(2); 'aura/omi'(1), 'geos-chem'(14); 'geos-5'(2),,
66ACKSA3,2015_van der A_Extended and refined multi sensor reanalysis of total ozone for the period.pdf,'nimbus-4/buv'(3); 'aura/omi'(3); 'nimbus-7/sbuv'(2); 'noaa-11/sbuv/2'(2); 'noaa-14/sbuv/2'(2); 'noaa-16/sbuv/2'(2); 'noaa-19/sbuv/2'(2); 'noaa-17/sbuv/2'(2); 'nimbus-7/toms'(2); 'noaa-9/sbuv/2'(2); 'noaa-18/sbuv/2'(2); 'noaa-19/toms'(1); 'suomi-npp/omps'(1), ,,
66VU8ZA5,2020_Kanniah_COVID-19's impact on the atmospheric environment in the Southeast Asia region.pdf,'aura/omi'(8); 'sentinel-5p/tropomi'(1), ,,OMI_MINDS_NO2
67GYN4SR,2013_Xu_Constraints on aerosol sources using GEOS-Chem adjoint and MODIS radiances and.pdf,'aqua/modis'(2); 'terra/modis'(2), 'geos-chem'(48),,
67QF6LWC,2012_DiGangi_Observations of glyoxal and formaldehyde as metrics for the anthropogenic.pdf,, ,,
69SXTTGW,2013_Aboel Fetouh_Annual patterns of atmospheric pollutions and episodes over Cairo Egypt.pdf,'aqua/airs'(1), ,,
6A98KAZW,2015_González Abad_Updated Smithsonian Astrophysical Observatory Ozone Monitoring Instrument (SAO.pdf,'aura/omi'(3), 'geos-chem'(5); 'geos-5'(1),,
6B95GGGC,2016_Marchenko_Solar spectral irradiance variability in cycle 24.pdf,'sorce/solstice'(6); 'sorce/sim'(6); 'aura/omi'(1); 'uars/susim'(1), ,,
6CFIA9WV,2018_Geddes_Stratosphere–troposphere separation of nitrogen dioxide columns from the TEMPO.pdf,'aura/omi'(1), ,,
6DIJMYLP,2007_Boersma_Near-real time retrieval of tropospheric NOsub2-sub from OMI.pdf,'aura/omi'(2), 'geos-chem'(2),,
6ELNJUAT,2006_Joiner_First results from the OMI rotational Raman scattering cloud pressure algorithm.pdf,'aura/omi'(3); 'aqua/modis'(3); 'aqua/amsr-e'(1); 'aqua/airs'(1); 'aqua/amsu-a'(1), ,,
6IIE4473,2010_Hains_Testing and improving OMI DOMINO tropospheric NO2using observations from the.pdf,'aura/omi'(3), ,,
6JSZYKUZ,2019_DeLand_Creation of the GSFCSSI2 Composite Solar Spectral Irradiance Data Set.pdf,'sorce/solstice'(16); 'aura/omi'(11); 'uars/susim'(9); 'uars/solstice'(6); 'sorce/sim'(4), ,,
6KJD4L4P,2013_Vandenbussche_Retrieval of desert dust aerosol vertical profiles from IASI measurements in.pdf,'aqua/modis'(3); 'terra/modis'(2); 'aura/omi'(1), ,,
6LWBB8GF,2016_Bauwens_Nine years of global hydrocarbon emissions based on source inversion of OMI.pdf,'aqua/modis'(2); 'aura/omi'(1); 'terra/modis'(1), 'merra'(1); 'geos-chem'(1),,
