paper, title, mission/instruments, models, manually reviewed, CMR datasets,,,correct, missed, extraneous
6MAGSPQQ,2016_Kim_OMI NO2 column densities over North American urban cities.pdf,'aura/omi'(1), ,,
6NPD8W6F,2019_Chan_MAX-DOAS measurements of tropospheric -chemNO_2 and HCHO in Nanjing and a.pdf,'aura/omi'(1), 'gdas'(1),,
6PHHWQA2,2019_Sun_The role of aerosol layer height in quantifying aerosol absorption from.pdf,'aqua/modis'(8); 'aura/omi'(3); 'aqua/modis----level 2'(1); 'aura/omi----level 3'(1); 'sentinel-5p/tropomi'(1), 'merra-2'(10); 'merra'(10),,
6UWQLXSR,2014_Marais_Improved model of isoprene emissions in Africa using Ozone Monitoring.pdf,'aqua/modis'(2); 'terra/modis'(2); 'aura/omi'(1), 'geos-chem'(8); 'geos-5'(3),,
6VLQB3DI,2013_Inness_The MACC reanalysis.pdf,'aura/mls'(1); 'noaa-18/sbuv/2'(1); 'noaa-16/sbuv/2'(1); 'aura/omi'(1); 'noaa-17/sbuv/2'(1); 'scisat-1/ace/ace-fts'(1), ,,
6VUCAGBB,2014_Tariq_A study of tropospheric NO2 variability over Pakistan using OMI data.pdf,'aura/omi'(1), 'gdas'(1),,
6XZ86DCU,2020_Robinson_Using networked Pandora observations to capture spatiotemporal changes in total.pdf,'terra/modis'(3); 'aura/omi'(2); 'suomi-npp/omps'(1); 'aqua/airs'(1); 'aura/mls'(1), 'merra-2'(31); 'merra'(31),,
6YG8TW9K,2015_Fioletov_Lifetimes and emissions of SO sub2-sub from point sources estimated from OMI.pdf,'aura/omi'(2), ,,
72E5MRV4,2017_Herman_Ozone comparison between Pandora #34 Dobson #061 OMI and OMPS in Boulder.pdf,'aura/omi'(1), 'merra-2'(3); 'merra'(3),,
74JF3HX8,2020_Jebar_Evaluation of the Long‐term Cumulative UVA Facial Exposure of Queensland School.pdf,, ,,
76JNJFXB,2017_Williams_The high-resolution version of TM5-MP for optimized satellite retrievals.pdf,'uars/mls'(1), ,,
76YPR54S,2012_Thompson_Southern Hemisphere Additional Ozonesondes (SHADOZ) ozone climatology.pdf,'aura/omi'(7); 'aura/mls'(5); 'scisat-1/ace/ace-fts'(1); 'suomi-npp/omps'(1); 'uars/mls'(1); 'aura/hirdls'(1); 'nimbus-7/toms'(1), ,,OMTO3e;GozMmlpO3;OMVFPITMET
77CGZCN3,2012_Zhou_Changes in OMI tropospheric NO2 columns over Europe from 2004 to 2009 and the.pdf,, ,,
78G53BLD,2009_Wallace_The sensitivity of OMI-derived nitrogen dioxide to boundary layer temperature.pdf,'aura/omi'(1), 'geos-chem'(2),,
79Q3C4WQ,2019_Eleftheratos_The use of QBO ENSO and NAO perturbations in the evaluation of GOME-2 MetOp A.pdf,'aura/omi'(2); 'suomi-npp/omps'(1), ,,OMTO3e
7B56HGB2,2015_Mutai_Analysis of the temporal evolution of total column nitrogen dioxide and ozone.pdf,'aura/omi----level 3'(1); 'aura/omi'(1), ,,
7CQQHHZ2,2020_Adame_Ground-based and OMI-TROPOMI NO2 measurements at El Arenosillo observatory.pdf,'aura/omi'(1); 'sentinel-5p/tropomi'(1), ,,
7F9ZUPKS,2017_Gong_Microphysical properties of frozen particles inferred from Global Precipitation.pdf,'gpm/dpr'(2); 'trmm/tmi'(2); 'gpm/gmi'(1); 'trmm/pr'(1); 'aura/mls'(1), ,,
7FLLA4LC,2018_Sekiya_Global high-resolution simulations of tropospheric nitrogen dioxide using.pdf,'aura/omi'(1), ,,
7GLEVJSS,2019_DeLand_Overview of the NASA Solar Irradiance Science Team (SIST) Program Special.pdf,'sorce/solstice'(1); 'aura/omi'(1); 'sorce/sim'(1), ,,
7GU7SYZH,2012_Vijayakumar_Variations in aerosol optical and microphysical properties during an Indian.pdf,'aqua/modis'(3); 'terra/modis'(3); 'aura/omi----level 3'(1); 'aura/omi'(1), ,,
7HKX4A2T,2020_Bauwens_Impact of Coronavirus Outbreak on NO2 Pollution Assessed Using TROPOMI and OMI.pdf,'aura/omi'(1), ,,
7KT57K4G,2019_Mallet_Simulation of the transport vertical distribution optical properties and.pdf,'aqua/modis'(6); 'terra/modis'(4); 'aura/omi'(1), 'merra'(19); 'merra-2'(18),,
7MKFVQ74,2011_Jégou_Validity of satellite measurements used for the monitoring of UV radiation risk.pdf,'aura/omi'(3); 'aura/mls'(1); 'meteor-3/toms'(1); 'nimbus-7/toms'(1), ,,OMTO3e
7NMFXDEZ,2020_Diagnostic Comparison of Changes in Air Quality over China before and during.pdf,, 'merra'(2); 'merra-2'(1),,
7TEGLQDS,2020_XIAO_Effects of Nitrogen Oxide Emissions over East Asia on Ozone and Temperature in.pdf,'aura/omi'(1), ,,
7UAWW4TZ,2017_Huang_Impact of intercontinental pollution transport on North American ozone air.pdf,'aqua/airs'(1); 'aura/omi'(1), 'geos-chem'(25); 'geos-5'(2),,
7V2GPQK6,2018_Li_Long Term Variation Analysis of Satellite-Derived Air Pollution Components Over.pdf,, ,,
7X74TMJ6,2010_Bergstrom_Aerosol spectral absorption in the Mexico City area.pdf,, ,,
7Y2BTCZ7,2019_Georgoulias_Trends and trend reversal detection in 2 decades of tropospheric -chemNO_2.pdf,'sentinel-5p/tropomi'(1), ,,
82ZGHJIN,2011_Peters_Effects of absorbing aerosols in cloudy skies.pdf,'aqua/modis'(3); 'aura/omi'(2); 'aqua/amsr-e'(1), ,,
83FU6395,2017_Lubis_How does downward planetary wave coupling affect polar stratospheric ozone in.pdf,'aura/mls'(7); 'aura/omi'(1), 'merra'(37); 'geos-5'(2); 'merra-2'(1),,GozMmlpO3
83PRBZDT,2008_Krotkov_Validation of SO2retrievals from the Ozone Monitoring Instrument over NE China.pdf,'aura/omi'(3); 'aqua/modis'(2), ,,OMSO2e
83U7A6YF,2015_Emmons_The POLARCAT Model Intercomparison Project (POLMIP).pdf,, 'geos-chem'(9); 'geos-5'(3); 'merra'(1),,
84TYTVJ4,2014_Hong_First comparison of OMI-DOAS total ozone using ground-based observations at a.pdf,'aura/omi'(2), ,,
8A7S92GT,2014_Huang_Impacts of fire emissions and transport pathways on the interannual variation.pdf,'aura/mls'(3); 'aqua/modis'(1); 'terra/modis'(1), ,,ML2CO
8CM472DB,2017_Jiang_A 15-year record of CO emissions constrained by MOPITT CO observations.pdf,, 'geos-chem'(5); 'geos-5'(3),,
8GQIRWSG,2019_Choi_Assessment of NO2 observations during DISCOVER-AQ and KORUS-AQ field campaigns.pdf,'aura/omi'(3); 'aura/mls'(1), 'merra-2'(1); 'merra'(1),,OMI_MINDS_NO2
8I66H5TU,2020_Pan_Air Quality Implications of COVID-19 in California.pdf,, ,,
8J5N2MGR,2018_Cai_Spatio-temporal Variations in NO2 and PM2.pdf,'aura/omi'(1), 'geos-5'(1),,
8JBL5VL8,2020_Hu_Study on calculation and validation of tropospheric ozone by ozone monitoring.pdf,'aura/omi'(3); 'aura/mls'(2); 'uars/mls'(1), ,,OMTO3e
8LMEXGW8,2011_Tulet_Large scale modeling of the transport chemical transformation and mass budget.pdf,'aura/omi'(1), ,,
8NX3KCF7,2010_Gassó_A combined observational and modeling approach to study modern dust transport.pdf,'aqua/modis'(8); 'terra/modis'(8), 'gdas'(3),,
8NYKNXKX,2016_Yan_Improved simulation of tropospheric ozone by a global-multi-regional two-way.pdf,, 'geos-chem'(5); 'geos-5'(2),,
8P37GX5V,2015_Toihir_Comparison of total column ozone obtained by the IASI-MetOp satellite with.pdf,'aura/omi'(2), ,,
8PTXQ7Q6,2018_Lorente_The importance of surface reflectance anisotropy for cloud and NO₂ retrievals.pdf,'aqua/modis'(1); 'terra/modis'(1), ,,
8Q2V9RYL,2015_Lacagnina_Aerosol single‐scattering albedo over the global oceans.pdf,'aura/omi'(20), 'geos-chem'(2),,
8Q7RSXMG,2009_Arola_A new approach to correct for absorbing aerosols in OMI UV.pdf,'aura/omi'(2), ,,
8SCHIMN4,2016_Drosoglou_Comparison of Ground-Based Tropospheric NO2 Columns with OMI-Aura Products in.pdf,'aura/omi'(4), ,,
8V986ZA3,2010_Zhang_Intercomparison methods for satellite measurements of atmospheric composition.pdf,'aura/omi'(2), 'geos-chem'(18),,
8XHRCMD4,2014_Zanis_Summertime free-tropospheric ozone pool over the eastern Mediterranean-Middle.pdf,, ,,
8Y3HIGBL,2009_Koch_Evaluation of black carbon estimations in global aerosol models.pdf,, ,,
96GFIBIY,2020_Demetillo_Observing Nitrogen Dioxide Air Pollution Inequality Using.pdf,'sentinel-5p/tropomi'(1), ,,
96I7PB83,2009_Sitnov_Analysis of spatial-temporal variability of tropospheric NO2 column over Moscow.pdf,'aura/omi'(1), ,,
99HDZJD3,2013_Su_Tropical Clouds and Circulation Changes during the 2006-07 and 2009-10 El Niños.pdf,'aqua/modis'(1), ,,
9BGR7V5N,2019_Bak_Linearization of the effect of slit function changes for improving Ozone.pdf,, ,,
9BJILA3Q,2015_Andersson_Methodology for evaluating lateral boundary conditions in the regional chemical.pdf,'aqua/airs'(3); 'aura/omi'(1), 'geos-chem'(1),,
9BTNCZM8,2017_Smith_The Semiannual Oscillation of the Tropical Zonal Wind in the Middle Atmosphere.pdf,'aura/mls'(4); 'uars/hrdi'(1), ,,ML2GPH
9EYXXXIR,2010_Wang_Profiles of the atmospheric temperature response to the Saharan dust outbreaks.pdf,'aura/omi'(2), ,,
9HA2RYG6,2015_Jiang_Constraints on Asian ozone using Aura TES OMI and Terra MOPITT.pdf,'aura/omi'(1), 'geos-chem'(15); 'geos-5'(3),,
9JEZGSX7,2020_Fan_Spatiotemporal variations and potential sources of tropospheric formaldehyde.pdf,'aura/omi'(1), ,,
9MN859JS,2014_Zhai_Dependence of US hurricane economic loss on maximum wind speed and storm size.pdf,, ,,
9NJ5N74J,2013_Oetjen_Airborne MAX-DOAS measurements over California.pdf,'aura/omi'(3), 'geos-5'(3),,OMI_MINDS_NO2
9NVKT8BJ,2015_Kuhlmann_Development of a custom OMI NOsub2-sub data product for evaluating biases.pdf,, 'geos-chem'(7),,
9QXG52VP,2013_Strawa_Improving retrievals of regional fine particulate matter concentrations from.pdf,'aura/omi'(1); 'aqua/modis'(1), ,,
9R6D6XR7,2010_Huijnen_The global chemistry transport model TM5.pdf,'uars/mls'(1), ,,
9WK5TX8D,2019_Lin_Satellite-derived correlation of SO2 NO2 and aerosol optical depth with.pdf,'aqua/modis'(4); 'aura/omi'(3); 'terra/modis'(1), ,,OMI_MINDS_NO2
9X9WJEIM,2010_Herron-Thorpe_Evaluation of a regional air quality forecast model for tropospheric.pdf,, 'geos-chem'(6),,
9XAIQ4W9,2014_Wang_Water vapor retrieval from OMI visible spectra.pdf,'aura/omi'(2), 'geos-5'(1); 'geos-chem'(1),,
9YISSGLP,2015_Geller_Tropical Gravity Wave Momentum Fluxes and Latent Heating Distributions.pdf,'aqua/modis'(4); 'aura/hirdls'(1); 'uars/mls'(1); 'uars/claes'(1), ,,
9YWI8V7F,2020_Marvin_Photochemical environment over Southeast Asia primed for hazardous ozone levels.pdf,'aura/omi'(1), 'geos-chem'(26); 'merra'(1),,
A2JZU2YU,2012_Pérez-Ramírez_Cloud screening and quality control algorithm for star photometer data.pdf,'aura/omi'(1), ,,
A32GVLS2,2017_Yang_A simplified Suomi NPP VIIRS dust detection algorithm.pdf,'aura/omi'(1), ,,
A3IEXJEX,2019_Judd_Evaluating the impact of spatial resolution on tropospheric -chemNO_2 column.pdf,'aura/omi'(1), ,,
A3LQ3UJ9,2014_Belmonte Rivas_Intercomparison of daytime stratospheric NO2 satellite retrievals and model.pdf,'aura/hirdls'(3); 'aura/omi'(2), ,,
A55Q7W4N,2013_Noia_Tropospheric ozone column retrieval from OMI data by means of neural networks.pdf,'aura/omi'(2); 'aura/mls'(1); 'aura/hirdls'(1), ,,
A5RDHPB3,2016_Chimot_Impact of aerosols on the OMI tropospheric -chemNO_2 retrievals over.pdf,'aqua/modis'(12); 'aqua/modis----level 2'(1); 'aura/omi'(1), 'geos-chem'(2),,
A64VUDMM,2017_Schneider_MUSICA MetOp-IASI {H2O δD} pair retrieval simulations for validating.pdf,, ,,
A6V72NAH,2018_Broccardo_Intra-pixel variability in satellite tropospheric -chemNO_2 column densities.pdf,'aura/omi'(1), ,,
A7PJF9JP,2012_Carboni_Intercomparison of desert dust optical depth from satellite measurements.pdf,'aqua/airs'(1); 'aura/omi'(1), ,,
AAKIT3BW,2008_Boersma_Validation of OMI tropospheric NO2 observations during INTEX-B and application.pdf,'aura/omi'(4), 'geos-chem'(13),,OMI_MINDS_NO2
AAKJIMQG,2016_Ojha_Ozone and carbon monoxide over India during the summer monsoon.pdf,, 'merra'(2); 'geos-5'(1),,
ABD8I9MI,2015_Bak_Validation of OMI total ozone retrievals from the SAO ozone profile algorithm.pdf,'aura/omi'(1); 'ep-toms/toms'(1), ,,
ACGQAB3V,2018_Vasilkov_A cloud algorithm based on the O2-O2 477nm absorption band featuring an.pdf,'aqua/modis'(1); 'terra/modis'(1); 'aqua/amsr-e'(1); 'aura/omi'(1), 'geos-5'(2),,
ADDDMQB2,2017_Barkley_OMI air-quality monitoring over the Middle East.pdf,'aura/omi'(1), 'geos-chem'(1),,
AFK6UJLA,2017_Liu_Atmospheric-ionospheric disturbances following the April 2015 Calbuco volcano.pdf,'aura/omi'(4), ,,OMVFPITMET
AHVHYL7F,2017_Levelt_The Ozone Monitoring Instrument.pdf,'aura/omi'(8); 'aura/mls'(5); 'oco-2/oco-2'(4); 'sorce/sim'(2); 'aqua/airs'(1); 'sentinel-5p/tropomi'(1); 'sorce/solstice'(1); 'uars/haloe'(1); 'uars/mls'(1), 'geos-chem'(1),,OMTO3e;OCO2_L2_Lite_FP;GozMmlpO3;OMSO2e
AJA6FY3X,2019_Wei_Satellite remote sensing of aerosol optical depth.pdf,'aqua/modis'(5); 'aura/omi'(3); 'himawari-8/ahi'(3); 'meteosat/seviri'(2); 'terra/modis'(2); 'oco-2/oco-2'(1); 'suomi-npp/viirs'(1); 'aqua/airs'(1); 'orbview-2/seawifs'(1), ,,
AJFJFJBA,2019_Wang_A Retrieval of Glyoxal from OMI over China.pdf,'aura/omi'(1), ,,
AK3PE5IS,2009_Zhao_Assimilated inversion of NOxemissions over east Asia using OMI NO2column.pdf,'aura/omi'(2), 'geos-chem'(2),,
ALCL3X6Z,2018_Wang_Spatial and temporal changes in -chemSO_2 regimes over China in the recent.pdf,'aura/omi'(1), ,,
ANRIGC82,2013_Grytsai_SCIAMACHY-Envisat OMI-Aura and ground-based total ozone measurements over.pdf,'aura/omi'(7); 'nimbus-7/toms'(1), ,,OMTO3e
ASCPM6VR,2014_Bousserez_Space-based retrieval of NO2 over biomass burning regions.pdf,, 'geos-chem'(16); 'geos-5'(1),,
ASCUJVT8,2016_Boichu_Current challenges in modelling far-range air pollution induced by the.pdf,'aura/omi'(1), ,,
ASFFTFIY,2013_Stavrakou_Key chemical NOsubx-sub sink uncertainties and how they influence top-down.pdf,'aura/omi'(1), 'geos-chem'(1),,
ASZLV7PM,2015_Blunden_State of the Climate in 2014.pdf,'aura/mls'(2); 'aura/omi'(2), ,,OMTO3e;GozMmlpO3
AV4TMFYZ,2020_Guo_The spatiotemporal characteristics of the air pollutants in China from 2015 to.pdf,, ,,
AVEUC4EM,2013_Antón_Direct-sun total ozone data from a spectroradiometer.pdf,'aura/omi'(2), ,,
AWKPNE6Q,2015_Hayashida_Observation of ozone enhancement in the lower troposphere over East Asia from a.pdf,'aura/omi'(2), ,,
AX3UWXK5,2012_Ali_Enhancement of OMI aerosol optical depth data assimilation using artificial.pdf,, ,,
B2DX2SBV,2013_David_Tropospheric column O3 and NO2 over the Indian region observed by Ozone.pdf,'aura/omi'(3); 'aura/mls'(1); 'aqua/modis'(1); 'terra/modis'(1), ,,OMTO3e
B39BJ3MK,2018_Wu_Investigations of temporal and spatial distribution of precursors -chemSO_2 and.pdf,'aura/omi'(1), ,,
B4KN5M5M,2018_Keppens_Quality assessment of the Ozone_cci Climate Research Data Package (release.pdf,'aura/omi'(2); 'sentinel-5p/tropomi'(1), ,,
B5Z2SCAB,2019_Oelhaf_POLSTRACC.pdf,, ,,
B67PRH4D,2011_Penning de Vries_Modelled and measured effects of clouds on UV Aerosol Indices on a local.pdf,, ,,
B6XUPQ3M,2019_Qin_A geometry-dependent surface Lambertian-equivalent reflectivity product for.pdf,'terra/modis'(8); 'aqua/modis'(5); 'aura/omi'(1), 'geos-5'(1),,
B8JNTF59,2020_Go_Ground-based retrievals of aerosol column absorption in the UV spectral region.pdf,'aura/omi'(2); 'himawari-8/ahi'(1), ,,
B8WH9CK3,2011_Antón_Long-term trends of total ozone column over the Iberian Peninsula for the.pdf,'nimbus-7/toms'(2); 'nimbus-7/sbuv'(1); 'aura/omi'(1); 'meteor-3/toms'(1), ,,TOMSN7L2
B949DRDU,2015_Jafari_Comparison and evaluation of dust detection algorithms using MODIS Aqua-Terra.pdf,'aqua/modis'(3); 'aura/omi'(3); 'meteosat/seviri'(2); 'terra/modis'(2); 'terra/modis----level 1'(1); 'aqua/modis----level 1'(1), ,,
BAYQSWCU,2012_Miyazaki_Simultaneous assimilation of satellite NO sub2-sub  O sub3-sub  CO.pdf,'aura/mls'(3); 'aura/omi'(3), ,,ML2CO;OMTO3e;OMI_MINDS_NO2;ML2HNO3;ML2N2O;GozMmlpO3
BBTGY3PL,2018_Chen_Retrieval of desert dust and carbonaceous aerosol emissions over Africa from.pdf,, 'geos-chem'(46); 'geos-5'(27),,
BCU3BVTL,2016_Travis_Why do models overestimate surface ozone in the Southeast United States.pdf,, 'geos-chem'(58); 'geos-5'(3),,
BDMRZ4UV,2015_Al-Salihi_Temporal and Spatial Variability and Trend Investigation of Total Ozone Column.pdf,'aura/omi'(3); 'nimbus-7/toms'(1), ,,
BDW25TI3,2016_Zhang_Impact of geographic variations of the convective and dehydration center on.pdf,'aura/mls'(6), 'merra'(8),,ML2H2O;ML2T
BEY89Y7T,2015_Buchard_Using the OMI aerosol index and absorption aerosol optical depth to evaluate.pdf,'aqua/modis'(3); 'terra/modis'(3); 'aura/omi'(1), 'geos-5'(20); 'merra'(7),,
BFT8X7C2,2016_Simmons_Observation and integrated Earth-system science.pdf,'aura/mls'(1); 'dmsp/ssm/i'(1); 'aura/omi'(1); 'aqua/airs'(1); 'aqua/modis'(1); 'meteosat/seviri'(1), 'merra'(1),,
BIWQZUL6,2015_Frei_Breeding of ozone resistant rice.pdf,, ,,
BKRNAXGC,2018_Zhu_Analysis of spatial and temporal patterns of on-road -chemNO_2 concentrations.pdf,'aura/omi'(1), ,,
BLITPFHE,2016_Park_Utilization of O4 slant column density to derive aerosol layer height from a.pdf,, ,,
BLPFZBUD,2016_González Abad_Smithsonian Astrophysical Observatory Ozone Mapping and Profiler Suite (SAO.pdf,'suomi-npp/omps'(2); 'aura/omi'(2), 'geos-chem'(8),,
BM3SIVW8,2017_Hu_Global budget of tropospheric ozone.pdf,'aura/omi'(2), 'geos-chem'(52); 'geos-5'(13); 'merra-2'(1); 'merra'(1),,
BMYX6WYH,2014_Penning de Vries_Characterisation of a stratospheric sulfate plume from the Nabro volcano using.pdf,'aqua/modis'(7); 'terra/modis'(6); 'aura/omi'(1); 'suomi-npp/omps'(1), ,,
BNN4394H,2013_Theys_Volcanic SO2 fluxes derived from satellite data.pdf,'aura/omi'(1); 'aqua/modis'(1); 'sentinel-5p/tropomi'(1), 'merra'(1),,
BS5FH4KH,2011_DeLand_Direct observations of PMC local time variations by Aura OMI.pdf,'aura/omi'(2); 'uars/windii'(1), ,,
BSR36M58,2007_Veihelmann_Simulation study of the aerosol information content in OMI spectral reflectance.pdf,, ,,
BVSWAWAH,2015_de Foy_Estimates of power plant NOx emissions and lifetimes from OMI NO2 satellite.pdf,'aura/omi'(1), ,,
BWB4DWA9,2015_McPeters_OMI total column ozone.pdf,'aura/omi'(2), ,,
BYVLCZ8G,2010_DeLand_Polar mesospheric clouds (PMCs) observed by the Ozone Monitoring Instrument.pdf,'aura/omi'(3), ,,
BZ4J64QZ,2020_Zhang_Satellite Observations of PM2.pdf,'aqua/modis'(3); 'terra/modis'(2), 'geos-chem'(1); 'merra'(1),,
BZAQDFNI,2019_Jethva_A comparative evaluation of Aura-OMI and SKYNET near-UV single-scattering.pdf,'aura/omi'(3), ,,
C3CWVMXP,2018_Kollonige_OMI Satellite and Ground-Based Pandora Observations and Their Application to.pdf,'aura/omi'(7); 'aqua/airs'(3), ,,OMI_MINDS_NO2
C5V36BRQ,2010_Buntoung_Comparison of erythemal UV irradiances from Ozone Monitoring Instrument (OMI).pdf,'aura/omi'(3); 'aura/omi----level 2'(1), ,,
C62HYL3I,2014_Itahashi_Regional modeling of tropospheric NO2 vertical column density over East Asia.pdf,'aura/omi'(1), 'geos-chem'(1),,
C6MAZ7WK,2020_Choo_Analysis of long-term (2005–2018) trends in tropospheric NO2 percentiles over.pdf,'aura/omi'(3), ,,OMSO2e;OMI_MINDS_NO2
C6W5KUNY,2011_Petropavlovskikh_Sensitivity of Dobson and Brewer Umkehr ozone profile retrievals to ozone.pdf,'aura/mls'(1), ,,
C8PVPFMT,2020_Zhang_Unprecedented Temporary Reduction in Global Air Pollution Associated with.pdf,'terra/modis'(4); 'aura/omi'(1); 'aqua/modis'(1), ,,
CC7RH3PY,2018_De Smedt_Algorithm theoretical baseline for formaldehyde retrievals from S5P TROPOMI and.pdf,'sentinel-5p/tropomi'(2); 'sentinel-5p/tropomi----level 2'(1), ,,
CGC7V23J,2020_Beloconi_Bayesian geostatistical modelling of high-resolution NO2 exposure in Europe.pdf,'aura/omi'(2); 'aqua/modis'(1); 'terra/modis'(1), 'geos-chem'(25); 'merra'(1),,OMI_MINDS_NO2
CGUX83QP,2010_Joiner_Detection of multi-layer and vertically-extended clouds using A-train sensors.pdf,, ,,
CHY594PM,2014_Lin_Retrieving tropospheric nitrogen dioxide from the Ozone Monitoring Instrument.pdf,, 'geos-chem'(19); 'geos-5'(1),,
CITSD8GG,2016_Robles-Gonzalez_Intercomparison of stratospheric nitrogen dioxide columns retrieved from.pdf,'uars/haloe'(1); 'aura/omi'(1), ,,
CJDWMMHU,2016_Hu_Trans-Pacific transport and evolution of aerosols.pdf,'terra/modis'(2); 'aura/omi'(1); 'aura/omi----level 2'(1), 'merra'(2),,
CKHGV9KV,2014_Li_Application of spectral analysis techniques in the intercomparison of aerosol.pdf,'terra/modis'(5); 'aqua/modis'(3); 'aqua/modis----level 3'(1); 'aura/omi'(1), ,,
CKNS3ML9,2014_Määttä_Quantification of uncertainty in aerosol optical thickness retrieval arising.pdf,'aura/omi'(2), ,,
CMGF55XK,2011_Mebust_Characterization of wildfire NOx emissions using MODIS fire radiative power and.pdf,'aqua/modis'(2); 'terra/modis'(2); 'aqua/modis----level 2'(1); 'aqua/modis----level 3'(1); 'terra/modis----level 3'(1), ,,
CPLWY75I,2008_Sandford_The wintertime two-day wave in the polar stratosphere mesosphere and lower.pdf,'aura/mls'(5), ,,
CQCIQNJX,2008_Read_The roles of convection extratropical mixing and in-situ freeze-drying in the.pdf,'aura/mls'(48), ,,ML2H2O;ML2CO;ML2T
CR97TZGQ,2018_Huang_Validation of 10-year SAO OMI ozone profile (PROFOZ) product using Aura MLS.pdf,'aura/omi'(4); 'aura/mls'(1), ,,
CSF4RUZK,2011_Zoogman_Ozone air quality measurement requirements for a geostationary satellite mission.pdf,'aura/omi'(1), 'geos-chem'(25),,
CXAAU3MV,2018_Tiwari_Tropospheric Ozone and its Impacts on Crop Plants.pdf,'aura/omi'(1), 'geos-chem'(1),,
CYNBDUAL,2011_Purkis_Remote Sensing and Global Environmental Change.pdf,, ,,
CZG9CKET,2008_Zhang_Transpacific transport of ozone pollution and the effect of recent Asian.pdf,'aqua/airs'(2); 'aura/omi'(1), 'geos-chem'(30),,
D2HEU2HQ,2009_de Foy_Hit from both sides.pdf,'aura/omi'(1), ,,
D2V2T3WD,2008_Eriksson_Comparison between early Odin-SMR Aura MLS and CloudSat retrievals of cloud.pdf,'aura/mls'(12), ,,
D3FC33PQ,2020_Molintas_Analysis of Coronavirus and carbon emissions.pdf,, ,,
D3SCRTHI,2020_Stratoulias_Air quality development during the COVID-19 pandemic over a medium-sized urban.pdf,'sentinel-5p/tropomi'(4); 'aura/omi'(1); 'aqua/modis'(1); 'terra/modis'(1), ,,S5P_L2__NO2____HiR
D4ULVFZK,2018_Mhawish_Remote Sensing of Aerosols From Space.pdf,'terra/modis'(11); 'aura/omi'(5); 'aqua/modis'(4); 'nimbus-7/toms'(1); 'suomi-npp/viirs'(1); 'oco-2/oco-2'(1), ,,
D86MDG4J,2016_Silva_Impacts of current and projected oil palm plantation expansion on air quality.pdf,'aura/omi'(1), 'geos-chem'(8); 'geos-5'(1),,
D9LQIEG5,2019_Shi_Characterizing the 2015 Indonesia fire event using modified MODIS aerosol.pdf,'aura/omi'(1), ,,
DB2L2JBN,2013_Bowman_Toward the next generation of air quality monitoring.pdf,'nimbus-7/toms'(1); 'gosat/tanso-fts'(1), 'merra'(1); 'geos-chem'(1),,
DF84DN7Y,2020_Travis_Constraining remote oxidation capacity with ATom observations.pdf,, 'geos-chem'(16); 'merra-2'(4); 'merra'(4),,
DGIFTTJ4,2011_Flemming_Forecasts and assimilation experiments of the Antarctic ozone hole 2008.pdf,'aura/mls'(2); 'aura/omi'(1), ,,
DGJN9BNI,2018_Liu_Evaluation of modeling NO2 concentrations driven by satellite-derived and.pdf,, ,,
DHHK8FY2,2013_Kuttippurath_Antarctic ozone loss in 1979–2010.pdf,'meteor-3/toms'(1); 'nimbus-7/toms'(1), ,,
DJ5VRZSY,2008_Kleipool_Earth surface reflectance climatology from 3 years of OMI data.pdf,'aura/omi'(3); 'aqua/modis'(1); 'terra/modis'(1), ,,
DLBGISKS,2020_Manoj_Potential link between compromised air quality and transmission of the novel.pdf,, ,,
DLIAERXD,2017_Lee_Impact of the OMI aerosol optical depth on analysis increments through coupled.pdf,'aura/omi'(1), ,,
DQCRJ27I,2016_Steensen_A model study of the pollution effects of the first 3 months of the Holuhraun.pdf,'aura/omi'(1), ,,
DZBUPKWP,2018_Boersma_Improving algorithms and uncertainty estimates for satellite NO₂ retrievals.pdf,, ,,
E3I9WCS3,2011_Sharma_Comparison of Ground Based Measurements of Solar UV Index with Satellite.pdf,'aura/omi'(2), ,,
E3IBUGV6,2014_Zhang_Variations of ground-level O3 and its precursors in Beijing in summertime.pdf,'aura/omi'(1), ,,
E4QDRH9I,2020_Gorkavyi_Detection of non-linear effects in satellite UV-Vis reflectance spectra.pdf,'aqua/modis'(3); 'aura/omi'(2); 'oco-2/oco-2'(1); 'aura/omi----level 1'(1), ,,
E6ZN7YYC,2011_Ialongo_Use of satellite erythemal UV products in analysing the global UV changes.pdf,'aura/omi'(1), ,,
E89UA45Y,2018_Sato_The Momentum Budget in the Stratosphere Mesosphere and Lower Thermosphere.pdf,'aura/mls'(17); 'nimbus-5/scr'(1); 'aura/mls----level 2'(1), ,,ML2T
E8YLXMU8,2006_van den Oord_Data processing and in-flight calibration systems for OMI-EOS-Aura.pdf,'aura/omi'(4); 'aura/omi----level 1'(1), ,,
EBIREFY4,2015_Li_A new method for global retrievals of HCHO total columns from the Suomi.pdf,'suomi-npp/omps'(3); 'aura/omi'(3), ,,
EF2BVK3K,2015_Tang_Influence of satellite-derived photolysis rates and NOsubx-sub emissions on.pdf,'aura/omi'(1), 'geos-chem'(3),,
EG4ADQK8,2018_Cuesta_Transboundary ozone pollution across East Asia.pdf,, ,,
EG6PM8E4,2012_Cracknell_Remote Sensing and Atmospheric Ozone.pdf,'uars/mls'(2); 'uars/haloe'(1); 'uars/claes'(1), ,,
EGPR2EPM,2020_Fedkin_Volcanic SO2 Effective Layer Height Retrieval for OMI Using a Machine Learning.pdf,'aura/omi'(2); 'suomi-npp/omps'(1), ,,
