CARBON DIOXIDE
SOLAR INDUCED FLUORESCENCE
BRIGHTNESS TEMPERATURE
PRECIPITATION AMOUNT
RAIN
CLOUD FRACTION
CLOUD FREQUENCY
CLOUD TOP PRESSURE
INFRARED RADIANCE
AIR TEMPERATURE
CARBON MONOXIDE
CLOUD HEIGHT
CLOUD TOP TEMPERATURE
CLOUD VERTICAL DISTRIBUTION
EMISSIVITY
GEOPOTENTIAL HEIGHT
METHANE
OUTGOING LONGWAVE RADIATION
OZONE
TOTAL PRECIPITABLE WATER
SEA SURFACE TEMPERATURE
SURFACE PRESSURE
SKIN TEMPERATURE
SURFACE TEMPERATURE
SULFUR DIOXIDE
TROPOPAUSE
TROPOSPHERIC OZONE
UPPER AIR TEMPERATURE
WATER VAPOR PROFILES
CLOUD LIQUID WATER/ICE
CLOUD DROPLET CONCENTRATION/SIZE
CLOUD OPTICAL DEPTH/THICKNESS
CLOUD TYPES
PRECIPITATION RATE
WATER VAPOR
HUMIDITY
DUST/ASH/SMOKE
LAYERED PRECIPITABLE WATER
WATER VAPOR CONCENTRATION PROFILES
TRACE GASES/TRACE SPECIES
PLANETARY BOUNDARY LAYER HEIGHT
LONGWAVE RADIATION
ABSORPTION
RADIATIVE FORCING
AMMONIA
VISIBLE RADIANCE
SHORTWAVE RADIATION
INFRARED FLUX
THERMAL INFRARED
SOIL MOISTURE/WATER CONTENT
ULTRAVIOLET RADIANCE
SENSOR COUNTS
REFLECTANCE
AEROSOL RADIANCE
CLOUD PROPERTIES
PRIMARY PRODUCTION
ALKALINITY
BIOGEOCHEMICAL CYCLES
CARBON
DISSOLVED GASES
NITRATE
OXYGEN
PH
PHOSPHATE
EVAPOTRANSPIRATION
TOTAL RUNOFF
HEAT FLUX
SPECIFIC HUMIDITY
WIND SPEED
SNOW
SOIL TEMPERATURE
LAND SURFACE TEMPERATURE
SNOW COVER
SNOW DEPTH
SNOW WATER EQUIVALENT
RUNOFF
SURFACE WINDS
WATER VAPOR MIXING RATIO PROFILES
HYDROGEN CHLORIDE
NITRIC ACID
NITROUS OXIDE
INFRARED IMAGERY
ATTITUDE CHARACTERISTICS
VIEWING GEOMETRY
VISIBLE IMAGERY
RADAR BACKSCATTER
RADAR REFLECTIVITY
SIGMA NAUGHT
DROUGHT INDICES
SATELLITE SOIL MOISTURE INDEX
SEA LEVEL PRESSURE
EVAPORATION
TURBULENCE
WIND STRESS
ATMOSPHERIC HEATING
RADIATIVE FLUX
CONDUCTION
AEROSOL EXTINCTION
CHLOROFLUOROCARBONS
CHLORINE NITRATE
DINITROGEN PENTOXIDE
NITROGEN DIOXIDE
FLOODS
LAND USE/LAND COVER CLASSIFICATION
TERRAIN ELEVATION
SOIL POROSITY
WETLANDS
LAND USE CLASSES
ALBEDO
VEGETATION WATER CONTENT
GLACIERS
ICE SHEETS
LAKES/RESERVOIRS
BOUNDARY LAYER WINDS
U/V WIND COMPONENTS
POTENTIAL VORTICITY
CARBONACEOUS AEROSOLS
SULFUR COMPOUNDS
DIMETHYL SULFIDE
PRESSURE THICKNESS
SULFATE PARTICLES
AEROSOL OPTICAL DEPTH/THICKNESS
RELATIVE HUMIDITY
EXTREME DROUGHT
HEAT/COLD WAVE FREQUENCY/INTENSITY
EXTREME PRECIPITATION
TOTAL SURFACE PRECIPITATION RATE
SULFUR OXIDES
ANGSTROM EXPONENT
AEROSOL PARTICLE PROPERTIES
ORGANIC PARTICLES
SULFATE
OPTICAL DEPTH/THICKNESS
LEAF AREA INDEX (LAI)
ICE FRACTION
UPPER LEVEL WINDS
WIND DYNAMICS
WATER VAPOR TENDENCY
TEMPERATURE TENDENCY
RUNOFF RATE
VERTICAL WIND VELOCITY/SPEED
SURFACE PRECIPITATION
SOIL MOISTURE
SOLAR RADIATION
OXYGEN COMPOUNDS
WIND DIRECTION TENDENCY
BASE FLOW
DEW POINT TEMPERATURE
VISIBLE FLUX
ORBITAL CHARACTERISTICS
AEROSOL BACKSCATTER
CLOUD CONDENSATION NUCLEI
CLOUD EMISSIVITY
CLOUD REFLECTANCE
VERTICAL PROFILES
BOUNDARY LAYER TEMPERATURE
CLOUD BASE PRESSURE
BAROMETRIC ALTITUDE
MICROWAVE RADIANCE
BROMINE MONOXIDE
METHYL CHLORIDE
METHYL CYANIDE
METHANOL
CHLORINE MONOXIDE
HYDROGEN CYANIDE
HYPOCHLOROUS ACID
HYDROPEROXY
HYDROXYL
FIRE OCCURRENCE
VEGETATION INDEX
VOLCANIC ERUPTIONS
TEMPERATURE ANOMALIES
CANOPY CHARACTERISTICS
LEAF CHARACTERISTICS
VEGETATION COVER
SNOW MELT
RIVERS/STREAMS
PRECIPITATION TRENDS
TEMPERATURE TRENDS
NET RADIATION
SOIL HEAT BUDGET
GROUND ICE
CONVECTION
PHYTOPLANKTON
NUTRIENTS
CHLOROPHYLL
OCEAN COLOR
PHOTOSYNTHETICALLY ACTIVE RADIATION
OCEAN MIXED LAYER
CARBON AND HYDROCARBON COMPOUNDS
NITRIC OXIDE
NITROGEN OXIDES
SOLAR IRRADIANCE
CLOUD RADIATIVE FORCING
CHLORINE DIOXIDE
UV AEROSOL INDEX
VOLCANIC ACTIVITY
ULTRAVIOLET RADIATION
POTENTIAL EVAPOTRANSPIRATION
ATMOSPHERIC EMITTED RADIATION
INCOMING SOLAR RADIATION
SCATTERING
FLIGHT DATA LOGS
GEOLOCATION
SMOG
CLOUD TOP HEIGHT
FORMALDEHYDE
NITROGEN COMPOUNDS
CHEMICAL COMPOSITION
ANTENNA TEMPERATURE
SEA ICE CONCENTRATION
ICE TEMPERATURE
REFLECTIVE BAND RADIANCE
SEA SURFACE SKIN TEMPERATURE
ATMOSPHERIC PRESSURE MEASUREMENTS
VIRTUAL TEMPERATURE
SEA SURFACE HEIGHT
MICROWAVE IMAGERY
CONDENSATION
SUBLIMATION
CLOUD PRECIPITABLE WATER
LIQUID WATER EQUIVALENT
DROPLET SIZE
CONVECTIVE SURFACE PRECIPITATION RATE
PEROXYACYL NITRATE
HYDROGEN FLUORIDE
AIRGLOW
X-RAY FLUX
ELECTRON FLUX
PROTON FLUX
MAGNETIC FIELDS/MAGNETIC CURRENTS
ENERGY DEPOSITION
