paper, title, mission/instruments, models, manually reviewed, CMR datasets,,,correct, missed, extraneous
4N8QFIY5,2019_Yang_Ozone profile climatology for remote sensing retrieval algorithms.pdf,'aura/mls'(10); 'aura/omi'(7); 'uars/mls'(1), 'merra'(50); 'merra-2'(49),OMPS_NPP_NMSO2_L2;ML2O3;OMTO3;M2I3NPASM;M2I3NVASM,GozSmlpO3;UARML3AT;OMO3PR;OMTO3d;OMDOAO3e;ML2O3;OMMYDCLD;ML2T;OMUFPITMET;OMTO3G;ML3DBT;OMTO3e;ML3DZT;OMDOAO3;UARML3AL;ML3MBT;ML2DGG;ML2O3_NRT;GozMmlpO3;OMVFPITMET,,,1, 4, 19
UIR2CJ76,2018_Ryan_Assessing the ability to derive rates of polar middle-atmospheric descent using.pdf,'aura/mls'(2); 'scisat-1/ace/ace-fts'(1), 'merra'(1),ML2CO,ML2DGG;ML3DBCO;ML2CO;ML2CO_NRT,,,1, 0, 3
ND2MMCML,2017_Senghor_Seasonal cycle of desert aerosols in western Africa.pdf,'aura/omi'(3); 'aura/omi----level 3'(1); 'meteosat/seviri'(1), ,OMAERUVd;SWDB_L305;SWDB_L310;SWDB_L3M05;SWDB_L3M10,,,,0, 5, 0
ECJY4VTB,2017_Podrascanin_A Comparison of MICROTOPS II and OMI Satellite Ozone Measurements in Novi Sad.pdf,, ,OMDOAO3e;OMTO3e,,,,0, 2, 0
HDAYCA43,2017_Freeman_Mapping air quality zones for coastal urban centers.pdf,'aura/omi'(1), ,OMNO2d,OMI_MINDS_NO2;OMNO2_CPR;OMNO2;OMNO2d;OMNO2G;OMI_MINDS_NO2d,,,1, 0, 5
LQVBLZY8,2017_Vasilkov_Accounting for the effects of surface BRDF on satellite cloud and trace-gas.pdf,, 'geos-5'(1); 'merra'(1); 'merra-2'(1),OMGLER,,,,0, 1, 0
TEA2H34D,2017_Zhang_Spatial and temporal evaluation of long term trend (2005–2014) of OMI retrieved.pdf,'aura/omi'(2), ,OMNO2d;OMSO2e,OMI_MINDS_NO2;MSVOLSO2L4;OMNO2_CPR;OMSO2e;OMNO2;OMSO2;OMNO2d;OMSO2G;OMNO2G;MSAQSO2L4;OMI_MINDS_NO2d,,,2, 0, 9
X2EGTV5U,2017_Goldberg_A high-resolution and observationally constrained OMI NO sub2-sub satellite.pdf,'aura/omi'(1), 'geos-5'(2); 'merra'(1); 'geos-chem'(1),OMNO2,OMI_MINDS_NO2;OMNO2_CPR;OMNO2;OMNO2d;OMNO2G;OMI_MINDS_NO2d,,,1, 0, 5
DLWXQL43,2019_Massagué_2005–2017 ozone trends and potential benefits of local measures as deduced from.pdf,'aura/omi'(1), ,OMNO2,OMI_MINDS_NO2d;OMI_MINDS_NO2;OMNO2_CPR;OMUFPITMET;OMTO3d;OMDOAO3e;OMNO2;OMNO2d;OMTO3e;OMMYDCLD;OMO3PR;OMNO2G;OMTO3G;OMVFPITMET;OMDOAO3,,,1, 0, 14
59ZRQDUS,2017_Fioletov_Multi-source SO sub2-sub emission retrievals and consistency of satellite.pdf,'aura/omi'(2), ,MSAQSO2L4,MSVOLSO2L4;OMSO2e;OMSO2;OMSO2G;MSAQSO2L4,,,1, 0, 4
FVBDUWRL,2019_Goldberg_A top-down assessment using OMI NO sub2-sub suggests an underestimate in.pdf,, ,OMNO2,,,,0, 1, 0
GBUABSJD,2017_Zhang_Continuation of long-term global SO sub2-sub pollution monitoring from OMI.pdf,'aura/omi'(3), ,OMPS_NPP_NMSO2_PCA_L2,MSVOLSO2L4;OMTO3d;OMDOAO3e;OMSO2e;OMSO2;OMSO2G;OMTO3e;OMO3PR;MSAQSO2L4;OMTO3G;OMDOAO3,,,0, 1, 11
VNLU2XSF,2016_Krotkov_Aura OMI observations of regional SO sub2-sub and NO sub2-sub pollution.pdf,'aura/omi'(4), ,MSAQSO2L4,OMI_MINDS_NO2;MSVOLSO2L4;OMNO2_CPR;OMTO3d;OMDOAO3e;OMSO2e;OMNO2;OMDOAO3;OMSO2;OMNO2d;OMSO2G;OMTO3e;OMO3PR;OMNO2G;MSAQSO2L4;OMTO3G;OMI_MINDS_NO2d,,,1, 0, 16
KE3BIAFA,2013_Fioletov_Application of OMI SCIAMACHY and GOME-2 satellite SO sub2-sub retrievals.pdf,'aura/omi'(3), 'geos-chem'(4),MSAQSO2L4,MSVOLSO2L4;OMTO3d;OMDOAO3e;OMSO2e;OMSO2;OMSO2G;OMTO3e;OMO3PR;MSAQSO2L4;OMTO3G;OMDOAO3,,,1, 0, 10
R2QB642S,2016_Laughner_Effects of daily meteorology on the interpretation of space-based remote.pdf,'aura/omi'(1); 'aqua/modis'(1); 'terra/modis----level-1'(1); 'aqua/modis----level-1'(1), ,OMNO2,OMI_MINDS_NO2;OMNO2_CPR;OMNO2;OMNO2d;OMNO2G;OMI_MINDS_NO2d,,,1, 0, 5
22GSXA3A,2006_Bhartia_Recent results from the Ozone Monitoring Instrument (OMI) on EOS Aura.pdf,'aura/omi'(7); 'nimbus-7/toms'(2); 'aura/mls'(2); 'nimbus-4/buv'(1); 'nimbus-7/sbuv'(1); 'aqua/modis'(1), ,OMAERO;OMAEROG;OMAEROZ;OMAEROe;OMAERUV;OMAERUVG;OMAERUVd;OMBRO;OMCLDO2;OMCLDO2G;OMCLDO2Z;OMCLDRR;OMCLDRRG;OMDOAO3;OMDOAO3G;OMDOAO3Z;OMDOAO3e;OMHCHO;OMHCHOG;OML1BIRR;OML1BRUG;OML1BRUZ;OML1BRVG;OML1BRVZ;OMLER;OMO3PR;OMOCLO;OMPIXCOR;OMPIXCORZ;OMTO3;OMTO3G;OMTO3d;OMTO3e;OMUVB;OMUVBG;OMUVBd,BUVN4L3ZMT;OMSO2e;OMBRO;TOMSN7SO2;ML3DZMBRO;OMO3PR;TOMSN7L3mtoz;OMI_MINDS_NO2d;OMI_MINDS_NO2;ML2N2O;OMTO3d;OMDOAO3e;TOMSN7L3;GozSmlpN2O;OMSO2;SBUVN7O3;OMSO2G;TOMSN7L3dtoz;ML2O3;BUVN04L2;ML2BRO;ML2N2O_NRT;OMTO3G;ML2SO2_NRT;BUVN04L3zm;ML3DBCO;ML2SO2;SBUVN07L3zm;OMNO2d;OMTO3e;BUVN4L2HDBUV;TOMSN7OVP;TOMSN7L3ztoz;MSVOLSO2L4;OMDOAO3;ML2CO_NRT;BUVN4L2CPOZ;OMNO2_CPR;OMNO2;MSO3L3zm5;TOMSN7L2;ML2DGG;ML2O3_NRT;ML3DBSO2;GozMmlpO3;OMNO2G;MSAQSO2L4;ML2CO;SBUVN07L2,,,7, 29, 42
22MGRLFE,,, 'geos-chem'(6),,
242N4DWA,,, ,,
24PG74LY,,'aqua/modis'(6), ,,
26Q6TJT7,,'aura/mls'(4), ,,ML3DBOH;ML2H2O
26YMUJEI,,, 'geos-chem'(1),,
289RH5AK,,, ,,
2AHP254C,,'aura/mls'(7); 'uars/mls'(3); 'uars/haloe'(3); 'aura/omi----level-2'(1); 'aura/mls----level-2'(1); 'aura/omi'(1), ,,OMO3PR;GozMmlpO3;OMTO3e;ML2O3
2CEF6YBD,,'aura/omi'(1), 'geos-chem'(17),,OMNO2d;OMI_MINDS_NO2d
2CI8MET7,,'aura/omi'(2); 'aqua/modis'(2); 'aqua/modis----level 3'(1), 'merra'(10); 'geos-5'(4),,OMBRO;OMTO3e;OMMYDCLD;MAM06S0;MYD11CM1N
2CL6AVSH,,, 'geos-chem'(31); 'geos-5'(4),,
2CUY64AQ,,'aura/omi'(3); 'aqua/modis'(3); 'terra/modis'(1), ,,
2E5DXR28,,'aura/omi'(2), 'geos-chem'(2),,OMNO2d;OMTO3e;OMMYDCLD;OMI_MINDS_NO2d
2F6KLAM7,,, ,,
2GYNYJ7K,,'aura/omi'(23); 'aura/mls'(1), ,,OMTO3e;ML2O3
2HPW4YST,,'aura/omi'(1), ,,
2JTRX529,,'aura/omi----level-2'(2); 'aura/omi'(1), ,,OMI_MINDS_NO2;OMNO2d;OMTO3e;OMO3PR;OMI_MINDS_NO2d
2KGA4YS9,,'aura/mls'(2), ,,ML2HCL;ML2T;ML2O3
2L6D9SRL,,'meteor-3/toms'(1); 'nimbus-7/toms'(1); 'aura/omi'(1), ,,OMTO3e;TOMSM3L3;TOMSN7L3
2Q7BL9GU,,'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
2S92UT9T,,'aura/omi'(3), ,,OMTO3e
2TX3XLMR,,'aura/omi'(7); 'aura/omi----level 3'(1), ,,OMNO2d;OMI_MINDS_NO2d
2WY73IRG,,'aqua/modis'(2), ,,
2XCAXLIT,,'aura/omi'(2), 'geos-chem'(3),,OMNO2d;OMTO3e;OMI_MINDS_NO2d
2Y9GURUV,,'meteor-3/toms'(5); 'aura/omi'(1); 'nimbus-7/toms'(1), ,,OMTO3e;TOMSM3L3;TOMSN7L3
2YJKDHZH,,'sentinel-5p/tropomi'(2), ,,S5P_L2__CLOUD__HiR;S5P_L2__NO2____HiR
33LZSBMD,,, 'geos-chem'(4),,
34JE9CG5,,'aura/omi'(2), ,,OMNO2d;OMI_MINDS_NO2d
35IHNBJY,,'aura/omi'(3); 'aura/mls'(3), 'geos-chem'(2),,ML2N2O;OMTO3e;ML2O3;ML2CO;OMI_MINDS_NO2d
35KX7QLI,,'aura/omi'(2), ,,
35Q74RI9,,'suomi-npp/omps'(1), 'geos-chem'(4),,OMPS_NPP_NMNO2_L2;OMPS_NPP_NMTO3_L3_DAILY
36YRDH9E,,'aura/omi'(1), ,,OMTO3e;OMMYDCLD
39LEEIH7,,'aura/omi'(1), 'geos-chem'(21); 'merra'(1),,OMSO2e
39QNIQC7,,, ,,
3CMSDJMP,,, ,,
3DP4ZK2F,,'aura/mls'(20), ,,ML2N2O;ML2DGG;ML2HCL;ML2HNO3;ML2O3;ML2T
3DTT3GCW,,'aura/omi'(1), 'geos-chem'(12),,OMNO2d;OMTO3e;OMI_MINDS_NO2d
3FTY34KK,,, ,,
3FZCR8IA,,'aura/omi'(1); 'sentinel-5p/tropomi'(1); 'aura/omi----level 1b'(1), ,,OMNO2d;OMTO3e;S5P_L2__O3_TCL;S5P_L2__NO2____HiR;OMI_MINDS_NO2d
3GVXAAPI,,'aqua/modis'(5), ,,
3GVXWF83,,'aura/omi'(1); 'aura/omi----level 2'(1), ,,OMO3PR;OMTO3e
3I9DUFIU,,'suomi-npp/omps'(3); 'aura/omi'(1), ,,OMTO3e;OMPS_NPP_NMTO3_L3_DAILY
3J76F7IE,,'aura/omi'(3); 'aqua/modis'(2); 'terra/modis'(1); 'terra/modis----level 1b'(1); 'aqua/modis----level 1b'(1), ,,MAM06S0;MOD11CM1D;OMMYDCLD
3JZ784WY,,'terra/modis'(2); 'aqua/modis'(2); 'aura/omi'(1), 'geos-chem'(12),,OMNO2d;OMI_MINDS_NO2d
3K9C93BX,,'meteor-3/toms'(2), ,,TOMSM3L3
3KND7MJJ,,'aqua/modis'(10); 'aura/omi'(3); 'terra/modis'(1), ,,MAM06S0;MOD11CM1D;OMMYDCLD
3LWCSP8I,,'aura/mls'(2); 'aura/omi'(1); 'aqua/airs'(1), ,,OMTO3e;ML2O3;AIRX3STD
3M8BEU89,,'aura/omi'(1), ,,OMTO3e
3MZVWED2,,'terra/modis'(3); 'aqua/modis'(1); 'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
3NELT4MI,,'aura/omi'(2), ,,
3Q9VD6S8,,'terra/modis'(2); 'aura/omi'(1); 'aqua/modis'(1), ,,
3QZJIKRW,,'aura/omi'(1); 'terra/modis'(1); 'aqua/modis'(1), 'geos-chem'(1),,OMNO2d;OMI_MINDS_NO2d
3RD24XNC,,'sorce/solstice'(2); 'sorce/sim'(2); 'nimbus-7/sbuv'(1); 'aura/omi'(1); 'uars/solstice'(1), ,,
3TENG9N5,,'sentinel-5p/tropomi'(2); 'aqua/modis'(2), ,,S5P_L2__SO2____HiR;S5P_L2__O3_TCL;S5P_L2__NO2____HiR
3TZ93GMM,,'aura/omi'(5); 'terra/modis'(1), ,,OMTO3e
3UWFEQ8Z,,'aura/mls'(2); 'scisat-1/ace/ace-fts'(1), ,,ML2DGG;ML2HCL;ML2O3;ML2T;ML2H2O
3YHN4Q63,,'ep-toms/toms'(7); 'meteor-3/toms'(1); 'nimbus-7/toms'(1); 'aura/omi'(1), ,,OMTO3e;TOMSN7L3;TOMSM3L3;TOMSEPL3
42MQJUQ2,,'aura/omi'(2); 'aqua/modis'(1), ,,OMTO3e
4494PX5D,,'aura/omi'(5); 'nimbus-7/toms'(1), ,,OMTO3e;TOMSN7L3
44EAXD8R,,'terra/modis'(6); 'aqua/modis'(6); 'aqua/airs'(2); 'aura/omi'(1), ,,MAM06S0;OMMYDCLD;MOD11CM1D;AIRX3STD
45IF3XXU,,'aura/omi'(4), ,,OMTO3e
45NU4CWS,,'aura/omi'(2); 'aqua/modis'(1), 'geos-chem'(3),,OMNO2d;OMI_MINDS_NO2d
46LP2YVT,,'aqua/modis'(3); 'aura/omi'(3); 'aqua/airs'(2); 'terra/modis'(1), ,,MAM05S0;AIRX3STD;AIRX2RET;OMSO2e
48JNIKWM,,'goes/avhrr'(1); 'trmm/pr'(1); 'trmm/tmi'(1); 'trmm/virs'(1), ,,
48XUPX6L,,'aqua/modis'(3), 'gdas'(3),,
4BA3F98C,,, ,,
4CVGJS3V,,'aura/omi'(2), ,,OMTO3e;OMMYDCLD
4CX4QWPF,,'aura/omi'(4), 'geos-chem'(1),,OMNO2d;OMI_MINDS_NO2d
4E7WSIUJ,,'aura/mls'(2); 'aura/omi'(2), 'geos-chem'(1),,OMTO3e;ML2O3;ML2CO
4GNMKPML,,'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
4GUD4XR4,,, 'geos-chem'(1),,
4JEGF8IP,,, 'geos-chem'(12); 'merra'(1); 'merra-2'(1),,
4JJFHR6I,,'aura/mls'(12), ,,ML2O3;ML2H2O
4LGUH4CC,,'aura/omi'(2); 'aqua/modis'(2), ,,MAM06S0;OMMYDCLD
4W4ZC49A,,'aura/omi'(3); 'aqua/modis'(1), ,,OMNO2d;OMI_MINDS_NO2d
4WB7GTUY,,, 'geos-chem'(11); 'geos-5'(3),,
4ZUYQSNN,,'goes/avhrr'(1); 'suomi-npp/viirs'(1); 'terra/modis'(1); 'aura/omi'(1); 'aqua/modis'(1), 'geos-chem'(1); 'geos-5'(1),,
529HCB92,,'aura/omi'(2), ,,MSAQSO2L4;OMSO2e
5885JN7N,,'ep-toms/toms'(19); 'aura/omi'(2), ,,OMNO2d;OMTO3e;TOMSEPL3;OMI_MINDS_NO2d
594YFQVI,,'aura/omi'(2); 'meteor-3/toms'(1); 'nimbus-7/toms'(1); 'suomi-npp/omps'(1), ,,OMTO3e;TOMSM3L3;TOMSN7L3;OMPS_NPP_NMTO3_L3_DAILY
59DTLFQB,,'aura/omi----level 1'(1), ,,
5AS6Y8E5,,, ,,
5BA4DUU2,,'aura/omi'(2); 'aqua/modis----level-1'(1), ,,OMTO3e
5CYA3X6A,,'aura/omi'(1), 'geos-chem'(32); 'merra'(1); 'merra-2'(1),,OMNO2d;OMI_MINDS_NO2d
5F84ENWA,,'aura/omi'(4); 'aura/mls'(1); 'sentinel-5p/tropomi'(1), 'merra'(4),,ML2N2O;S5P_L2__CLOUD__HiR;OMNO2d;OMMYDCLD;ML2T;S5P_L2__NO2____HiR;OMI_MINDS_NO2d
5HQPYDY8,,'aura/omi'(1), ,,OMNO2d;OMTO3e;OMI_MINDS_NO2d
5JUV8B6R,,'terra/modis'(14); 'aqua/modis'(12); 'aura/omi'(1); 'meteosat/seviri'(1), ,,MOD11CM1D;OMNO2d;OMMYDCLD;MAM06S0;OMI_MINDS_NO2d
5JW5SAAC,,'aqua/modis'(6); 'aura/omi'(2); 'terra/modis'(1), ,,
5LH5VRM9,,'aura/omi'(1), ,,OMSO2e
5MPUASCE,,'aura/omi'(3), ,,OMTO3e
5NVMI3GE,,'sentinel-5p/tropomi'(1), 'geos-chem'(5),,S5P_L2__O3_TCL;S5P_L2__CLOUD__HiR;S5P_L2__NO2____HiR
5QI44A4I,,'nimbus-7/toms----level 2'(1); 'meteor-3/toms----level 2'(1); 'aura/omi'(1), ,,OMMYDCLD;OMTO3e;TOMSN7L2
5RXJ5TZW,,'aura/omi'(6), ,,OMTO3e
5SMW4TGN,,'aura/omi'(1), 'geos-chem'(41); 'merra'(5); 'merra-2'(4),,OMNO2d;OMTO3e;OMI_MINDS_NO2d
5TYVQGTI,,'aura/omi'(1), 'geos-5'(1),,OMBRO
5U8AXJVZ,,'aura/omi'(1), ,,OMNO2d;OMMYDCLD;OMI_MINDS_NO2d
5VNF8CGV,,'aura/omi'(1), ,,OMNO2d;OMMYDCLD;OMI_MINDS_NO2d
5VSZ4WLP,,'aura/omi'(15), ,,OMTO3e;OMMYDCLD
5XULIMG9,,, 'geos-chem'(14); 'merra'(1); 'geos-5'(1),,
63WA2G2T,,'terra/modis'(2); 'aura/omi'(1), 'geos-chem'(14); 'geos-5'(2),,MOD11CM1D;OMNO2d;OMTO3e;OMMYDCLD;OMI_MINDS_NO2d
66ACKSA3,,'nimbus-4/buv'(3); 'aura/omi'(3); 'noaa-17/sbuv/2'(2); 'noaa-9/sbuv/2'(2); 'nimbus-7/sbuv'(2); 'nimbus-7/toms'(2); 'noaa-18/sbuv/2'(2); 'noaa-14/sbuv/2'(2); 'noaa-16/sbuv/2'(2); 'noaa-11/sbuv/2'(2); 'noaa-19/sbuv/2'(2); 'noaa-19/toms'(1); 'suomi-npp/omps'(1), ,,TOMSN7L3;MSO3L3zm5;OMPS_NPP_NMTO3_L3_DAILY;OMTO3e;SBUVN07L2
66VU8ZA5,,'aura/omi'(8); 'sentinel-5p/tropomi'(1), ,,OMNO2d;S5P_L2__NO2____HiR;OMI_MINDS_NO2d
67GYN4SR,,'terra/modis'(2); 'aqua/modis'(2), 'geos-chem'(48),,
67QF6LWC,,, ,,
69SXTTGW,,'aqua/airs'(1), ,,AIRX3STD
6A98KAZW,,'aura/omi'(3), 'geos-chem'(5); 'geos-5'(1),,OMNO2d;OMTO3e;OMBRO;OMI_MINDS_NO2d
6B95GGGC,,'sorce/sim'(6); 'sorce/solstice'(6); 'aura/omi'(1); 'uars/susim'(1), ,,
6CFIA9WV,,'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
6DIJMYLP,,'aura/omi'(2), 'geos-chem'(2),,OMNO2d;OMTO3e;OMI_MINDS_NO2d
6ELNJUAT,,'aura/omi'(3); 'aqua/modis'(3); 'aqua/amsr-e'(1); 'aqua/airs'(1); 'aqua/amsu-a'(1), ,,OMTO3e;AIRX3STD
6IIE4473,,'aura/omi'(3), ,,OMNO2d;OMI_MINDS_NO2d
6JSZYKUZ,,'sorce/solstice'(16); 'aura/omi'(11); 'uars/susim'(9); 'uars/solstice'(6); 'sorce/sim'(4), ,,
6KJD4L4P,,'aqua/modis'(3); 'terra/modis'(2); 'aura/omi'(1), ,,
6LWBB8GF,,'aqua/modis'(2); 'aura/omi'(1); 'terra/modis'(1), 'merra'(1); 'geos-chem'(1),,
6MAGSPQQ,,'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
6NPD8W6F,,'aura/omi'(1), 'gdas'(1),,OMNO2d;OMI_MINDS_NO2d
6PHHWQA2,,'aqua/modis'(8); 'aura/omi'(3); 'aqua/modis----level 2'(1); 'aura/omi----level 3'(1); 'sentinel-5p/tropomi'(1), 'merra'(10); 'merra-2'(10),,MAM06S0;S5P_L2__CLOUD__HiR;S5P_L2__CO____;OMMYDCLD
6UWQLXSR,,'terra/modis'(2); 'aqua/modis'(2); 'aura/omi'(1), 'geos-chem'(8); 'geos-5'(3),,MOD11CM1D;OMNO2d;OMTO3e;OMMYDCLD;MAM06S0;OMI_MINDS_NO2d
6VLQB3DI,,'aura/mls'(1); 'noaa-17/sbuv/2'(1); 'aura/omi'(1); 'noaa-18/sbuv/2'(1); 'noaa-16/sbuv/2'(1); 'scisat-1/ace/ace-fts'(1), ,,ML2N2O;MSO3L3zm5;OMNO2d;OMTO3e;ML2O3;ML2CO;OMI_MINDS_NO2d
6VUCAGBB,,'aura/omi'(1), 'gdas'(1),,OMNO2d;OMI_MINDS_NO2d
6XZ86DCU,,'terra/modis'(3); 'aura/omi'(2); 'suomi-npp/omps'(1); 'aqua/airs'(1); 'aura/mls'(1), 'merra'(31); 'merra-2'(31),,MOD11CM1D;OMPS_NPP_NMTO3_L3_DAILY;OMTO3e;AIRX3STD;ML2O3;OMMYDCLD;ML2T
6YG8TW9K,,'aura/omi'(2), ,,OMSO2e
72E5MRV4,,'aura/omi'(1), 'merra'(3); 'merra-2'(3),,OMTO3e;OMMYDCLD
74JF3HX8,,, ,,
76JNJFXB,,'uars/mls'(1), ,,
76YPR54S,,'aura/omi'(7); 'aura/mls'(5); 'scisat-1/ace/ace-fts'(1); 'suomi-npp/omps'(1); 'uars/mls'(1); 'aura/hirdls'(1); 'nimbus-7/toms'(1), ,,UARML3AT;TOMSN7L3;OMPS_NPP_NMTO3_L3_DAILY;OMTO3e;ML2O3;HIRDLS2;OMMYDCLD;GozMmlpO3;ML2T;ML2CO
77CGZCN3,,, ,,
78G53BLD,,'aura/omi'(1), 'geos-chem'(2),,OMNO2d;OMMYDCLD;OMI_MINDS_NO2d
79Q3C4WQ,,'aura/omi----level-3'(1); 'aura/omi'(1); 'suomi-npp/omps'(1), ,,OMTO3e;OMPS_NPP_NMTO3_L3_DAILY;OMMYDCLD
7B56HGB2,,'aura/omi----level 3'(1); 'aura/omi'(1), ,,OMNO2d;OMTO3e
7CQQHHZ2,,'aura/omi'(1); 'sentinel-5p/tropomi'(1), ,,OMNO2d;S5P_L2__NO2____HiR;OMI_MINDS_NO2d
7F9ZUPKS,,'gpm/dpr'(2); 'trmm/tmi'(2); 'gpm/gmi'(1); 'trmm/pr'(1); 'aura/mls'(1), ,,
7FLLA4LC,,'aura/omi'(1), ,,OMNO2d;OMTO3e;OMI_MINDS_NO2d
7GLEVJSS,,'aura/omi'(1); 'sorce/sim'(1); 'sorce/solstice'(1), ,,
7GU7SYZH,,'terra/modis'(3); 'aqua/modis'(3); 'aura/omi----level 3'(1); 'aura/omi'(1), ,,MAM05S0
7HKX4A2T,,'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
7KT57K4G,,'aqua/modis'(6); 'terra/modis'(4); 'aura/omi'(1), 'merra'(19); 'merra-2'(18),,
7MKFVQ74,,'aura/omi'(3); 'aura/mls'(1); 'meteor-3/toms'(1); 'nimbus-7/toms'(1), ,,OMTO3e;ML2O3;TOMSM3L3;TOMSN7L3
7NMFXDEZ,,, 'merra'(2); 'merra-2'(1),,
7TEGLQDS,,'aura/omi'(1), ,,OMNO2d;OMTO3e;OMMYDCLD;OMI_MINDS_NO2d
7UAWW4TZ,,'aqua/airs'(1); 'aura/omi'(1), 'geos-chem'(25); 'geos-5'(2),,OMNO2d;AIRX3STD;OMTO3e;OMI_MINDS_NO2d
7V2GPQK6,,, ,,
7X74TMJ6,,, ,,
7Y2BTCZ7,,'sentinel-5p/tropomi'(1), ,,S5P_L2__NO2____HiR
82ZGHJIN,,'aqua/modis'(3); 'aura/omi'(2); 'aqua/amsr-e'(1), ,,
83FU6395,,'aura/mls'(7); 'aura/omi'(1), 'merra'(37); 'geos-5'(2); 'merra-2'(1),,ML2GPH;OMTO3e;ML2O3;OMMYDCLD;ML2T
83PRBZDT,,'aura/omi'(3); 'aqua/modis'(2), ,,OMSO2e;OMTO3e;OMMYDCLD;MAM06S0;MSAQSO2L4
83U7A6YF,,, 'geos-chem'(9); 'geos-5'(3); 'merra'(1),,
84TYTVJ4,,'aura/omi'(1); 'aura/omi----level-2g'(1), ,,OMTO3e;OMTO3G
8A7S92GT,,'aura/mls'(3); 'terra/modis'(1); 'aqua/modis'(1), ,,ML2DGG;ML2CO;MAM06S0
8CM472DB,,, 'geos-chem'(5); 'geos-5'(3),,
8GQIRWSG,,'aura/omi'(3); 'aura/mls'(1), 'merra'(1); 'merra-2'(1),,OMNO2d;ML2N2O;ML2CO;OMI_MINDS_NO2d
8I66H5TU,,, ,,
8J5N2MGR,,'aura/omi'(1), 'geos-5'(1),,OMNO2d;OMI_MINDS_NO2d
8JBL5VL8,,'aura/omi'(3); 'aura/mls'(2); 'uars/mls'(1), ,,UARML3AT;OMSO2e;ML2DGG;OMTO3e;ML2O3;OMMYDCLD;GozMmlpO3;ML2T
8LMEXGW8,,'aura/omi'(1), ,,OMSO2e
8NX3KCF7,,'aqua/modis'(8); 'terra/modis'(8), 'gdas'(3),,MAM06S0;MOD11CM1D
8NYKNXKX,,, 'geos-chem'(5); 'geos-5'(2),,
8P37GX5V,,'aura/omi'(2), ,,OMTO3e
8PTXQ7Q6,,'terra/modis'(1); 'aqua/modis'(1), ,,
8Q2V9RYL,,'aura/omi'(20), 'geos-chem'(2),,
8Q7RSXMG,,'aura/omi'(2), ,,
8SCHIMN4,,'aura/omi'(4), ,,OMNO2d;OMI_MINDS_NO2d
8V986ZA3,,'aura/omi'(2), 'geos-chem'(18),,OMI_MINDS_NO2d;OMTO3e;OMMYDCLD
8XHRCMD4,,, ,,
8Y3HIGBL,,, ,,
96GFIBIY,,'sentinel-5p/tropomi'(1), ,,S5P_L2__NO2____HiR
96I7PB83,,'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
99HDZJD3,,'aqua/modis'(1), ,,
9BGR7V5N,,, ,,
9BJILA3Q,,'aqua/airs'(3); 'aura/omi'(1), 'geos-chem'(1),,AIRX3STD;OMTO3e
9BTNCZM8,,'aura/mls'(4); 'uars/hrdi'(1), ,,UARHR3AL;ML2T;ML2GPH
9EYXXXIR,,'aura/omi'(2), ,,OMMYDCLD
9HA2RYG6,,'aura/omi'(1), 'geos-chem'(15); 'geos-5'(3),,OMNO2d;OMTO3e;OMI_MINDS_NO2d
9JEZGSX7,,'aura/omi'(1), ,,OMNO2d;OMHCHO;OMTO3e;OMI_MINDS_NO2d
9MN859JS,,, ,,
9NJ5N74J,,'aura/omi'(3), 'geos-5'(3),,OMNO2d;OMMYDCLD;OMI_MINDS_NO2d
9NVKT8BJ,,, 'geos-chem'(7),,
9QXG52VP,,'aqua/modis'(1); 'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
9R6D6XR7,,'uars/mls'(1), ,,GozMmlpO3
9WK5TX8D,,'aura/omi'(3); 'aqua/modis'(3); 'aqua/modis----level-2'(1); 'terra/modis----level-2'(1), ,,OMSO2e;OMNO2d;OMTO3e;OMMYDCLD;MAM06S0;MSAQSO2L4;OMI_MINDS_NO2d
9X9WJEIM,,, 'geos-chem'(6),,
9XAIQ4W9,,'aura/omi'(2), 'geos-5'(1); 'geos-chem'(1),,
9YISSGLP,,'aqua/modis'(4); 'aura/hirdls'(1); 'uars/mls'(1); 'uars/claes'(1), ,,
9YWI8V7F,,'aura/omi'(1), 'geos-chem'(26); 'merra'(1),,OMTO3e
A2JZU2YU,,'aura/omi'(1), ,,
A32GVLS2,,'aura/omi'(1), ,,OMMYDCLD
A3IEXJEX,,'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
A3LQ3UJ9,,'aura/hirdls'(3); 'aura/omi'(2), ,,OMNO2d;OMTO3e;HIRDLS2;OMMYDCLD;OMI_MINDS_NO2d
A55Q7W4N,,'aura/omi'(2); 'aura/mls'(1); 'aura/hirdls'(1), ,,HIRDLS2;ML2O3;ML2CO;OMTO3e
A5RDHPB3,,'aqua/modis'(12); 'aqua/modis----level 2'(1); 'aura/omi----level-2'(1), 'geos-chem'(2),,OMI_MINDS_NO2
A64VUDMM,,, ,,
A6V72NAH,,'aura/omi'(1), ,,OMNO2d;OMI_MINDS_NO2d
