paper, title, mission/instruments, models, manually reviewed, CMR datasets,,,correct, missed, extraneous
73QE7JQI,2015_Pumphrey_Observations of volcanic SO2 from MLS on Aura.pdf,'aura/mls'(3); 'aura/omi'(1), ,ML2SO2;OMSO2,ML2SO2;OMSO2;MSVOLSO2L4;OMSO2G;ML3MBSO2;ML3MBCO;OMSO2_CPR;ML3DBSO2;MSAQSO2L4;ML3DZSO2;ML2CO;OMSO2e;ML3DZCO;ML2SO2_NRT;OMPS_NPP_NMSO2_PCA_L2;ML3DBCO;ML2DGG;ML2CO_NRT,,,2, 0, 16
4BN68TJY,2009_Herman_Changes in cloud and aerosol cover (1980-2006) from reflectivity time series.pdf,'nimbus-7/toms'(7); 'ep-toms/toms'(6); 'ep-toms/seawifs'(2); 'aura/omi'(1); 'nimbus-7/sbuv'(1), ,MSLERLSTL3d10;MSLERLSTL3zm;MSLERNNL3d10;MSLERNNL3zm,MSO3L3zm5;OMTO3d;SBUVN7O3;SBUV2N16O3;TOMSN7L3dtoz;TOMSEPL3mtoz;MSLERLSTL3zm;TOMSEPL3dery;TOMSN7L3;OMDOAO3e;TOMSN7L3ztoz;SBUVN07L2;OMO3PR;OMVFPITMET;OMDOAO3;THIRN7L1BCLT;SBUVN07L3zm;MSAQSO2L4;OMDOAO3G;MSLERNNL3zm;OMUFPITMET;OMTO3G;OMMYDCLD;OMTO3e;TOMSN7L2;MSVOLSO2L4;TOMSEPL3daer;TOMSN7L3mtoz,,,2, 2, 26
U8PX8X7U,2019_Ravindrababu_Large Anomalies in the Tropical Upper Troposphere Lower Stratosphere (UTLS).pdf,'aura/mls'(3); 'aura/mls----level 2'(1); 'cosmic/formosat-3/ro----level 2'(1); 'aqua/airs----level 2'(1), ,ML2CO;ML2O3;ML2H2O;AIRS3STM;AIRS2RET,ML3MBO3;ML3DBT;AIRH2SUP;AIRH2RET;ML3DBO3;ML2T_NRT;ML2O3;ML3DZT;ML2CO_NRT;ML2CO;AIRX2RET;ML3DBCO;ML2T;ML2DGG;ML3DBHCN;AIRX2SUP;ML3MBCO;ML3DZCO;ML2O3_NRT;ML3MBT;ML3DZO3,,,2, 3, 19
FE5Y5SGL,2019_Tritscher_Lagrangian simulation of ice particles and resulting dehydration in the polar.pdf,'aura/mls'(1), ,ML2HNO3;ML2H2O,ML3DBHNO3;ML3DBH2O;ML2HNO3_NRT;ML2H2O;ML2HNO3;ML3DZH2O;ML2H2O_NRT;ML3MBH2O;ML2DGG;ML3MBHNO3;ML3DBRHI;ML3DZHNO3,,,2, 0, 10
5XSWGIL8,2012_Damiani_Impact of January 2005 solar proton events on chlorine species.pdf,'aura/mls'(1), 'merra'(1),ML2CLO;ML2HCL;ML2HOCL;ML2N2O;ML2T,ML3DBT;ML3DZCLO;ML3DZN2O;ML2T_NRT;ML2HCL;ML3DBHCL;ML3DZT;ML2OH;ML3DBN2O;ML3MBN2O;ML3MBHOCL;ML2CLO;ML3DBCLO;ML3DZMHO2;ML3DZHCL;ML2HO2;ML2T;ML2DGG;ML3DBHCN;ML3DBHOCL;ML3MBCLO;ML2N2O_NRT;ML3DZOH;ML3MBOH;ML3MBHCL;ML2N2O;ML3DBOH;ML2HOCL;ML3MBT;ML3DZHOCL,,,5, 0, 25
GCEEV58X,2019_Yi_Climatology of the mesopause relative density using a global distribution of.pdf,'aura/mls'(4), ,ML2T,ML3DBT;ML3DBHCN;ML2T_NRT;ML3MBT;ML2T;ML3DZT,,,1, 0, 5
AW7KBMJC,2016_Massie_Changes in the shape of cloud ice water content vertical structure due to.pdf,'aqua/modis'(1), ,ML2CO,,,,0, 1, 0
T8H2SQJU,2017_Wohltmann_A quantitative analysis of the reactions involved in stratospheric ozone.pdf,'scisat-1/ace/ace-fts'(1), ,UARHA2FN;UARHA3AT;ML2H2O;ML2N2O;ML2HCL;ML2O3;ML2HNO3,,,,0, 7, 0
AAFWB8JI,2013_Stachnik_Stratospheric BrO abundance measured by a balloon-borne submillimeterwave.pdf,'aura/mls'(3), ,ML2BRO,ML2BRO;ML3DZMBRO;ML2DGG,,,1, 0, 2
UA3S2JJY,2006_Livesey_EOS Microwave Limb Sounder observations of upper stratospheric BrO.pdf,'aura/mls'(1); 'uars/haloe'(1), ,ML2BRO;ML2N2O;ML2O3;UARHA2FN;UARHA3AT,ML3MBO3;ML2N2O_NRT;ML3DBN2O;GozSmlpO3;ML3MBN2O;ML3DZMBRO;ML2N2O;ML3DZN2O;ML2BRO;ML2O3_NRT;ML3DBO3;GozMmlpO3;UARHA2FN;UARHA3AT;ML2O3;ML3DZO3;ML2DGG,,,5, 0, 12
L9EVDNK4,2008_Vasilkov_Evaluation of the OMI cloud pressures derived from rotational Raman scattering.pdf,'aura/omi'(2); 'aura/mls'(1); 'aqua/modis'(1), ,OMMYDAGEO;OMMYDCLD,ML3MBO3;OMMYDAGEO;OMTO3d;ML3DBO3;ML2O3;OMDOAO3e;OMO3PR;ML2DGG;AIRSM_CPR_MAT;OMDOAO3;MAM07S0;MAC07S1;OMDOAO3G;OMTO3G;OMMYDCLD;OMTO3e;MAC07S0;ML2O3_NRT;ML3DZO3,,,2, 0, 17
SSRPEZ94,2017_Moy_Altitude registration of limb-scattered radiation.pdf,'aura/mls'(2), 'merra'(11); 'geos-5'(1),OMPS_NPP_LP_L2_O3_DAILY,ML3MBO3;ML3DBT;ML3DBHCN;ML3MBGPH;ML3DBGPH;ML3DZGPH;ML2GPH;ML2O3_NRT;ML3DBO3;ML2T_NRT;ML3DZO3;ML2O3;ML3MBT;ML2T;ML2DGG;ML3DZT,,,0, 1, 16
7IH364WU,2018_Hu_Spatiotemporal characteristics of aerosols and their trends over mainland China.pdf,'aqua/modis'(5); 'terra/modis'(1), ,MODISA_L3m_RRS_8d_4km;MOD08_D3;MOD08_M3;MYD08_D3;MYD08_M3;OMTO3d;OMAERUVd,,,,0, 7, 0
4N8QFIY5,2019_Yang_Ozone profile climatology for remote sensing retrieval algorithms.pdf,'aura/mls'(10); 'aura/omi'(7); 'uars/mls'(1), 'merra'(50); 'merra-2'(49),OMPS_NPP_NMSO2_L2;ML2O3;OMTO3;M2I3NPASM;M2I3NVASM,ML3MBO3;ML3DBT;OMTO3d;GozSmlpO3;ML3DBO3;ML2T_NRT;ML2O3;OMDOAO3e;ML3DZT;UARML3AL;OMO3PR;GozMmlpO3;ML2T;ML2DGG;OMVFPITMET;OMDOAO3;ML3DBHCN;OMDOAO3G;OMTO3G;OMUFPITMET;OMMYDCLD;OMTO3e;ML2O3_NRT;ML3MBT;ML3DZO3;UARML3AT,,,1, 4, 25
UIR2CJ76,2018_Ryan_Assessing the ability to derive rates of polar middle-atmospheric descent using.pdf,'aura/mls'(2); 'scisat-1/ace/ace-fts'(1), 'merra'(1),ML2CO,ML3MBCO;ML2CO;ML3DZCO;ML3DBCO;ML2DGG;ML2CO_NRT,,,1, 0, 5
ND2MMCML,2017_Senghor_Seasonal cycle of desert aerosols in western Africa.pdf,'aura/omi'(3); 'aura/omi----level 3'(1); 'meteosat/seviri'(1), ,OMAERUVd;SWDB_L305;SWDB_L310;SWDB_L3M05;SWDB_L3M10,,,,0, 5, 0
ECJY4VTB,2017_Podrascanin_A Comparison of MICROTOPS II and OMI Satellite Ozone Measurements in Novi Sad.pdf,, ,OMDOAO3e;OMTO3e,,,,0, 2, 0
HDAYCA43,2017_Freeman_Mapping air quality zones for coastal urban centers.pdf,'aura/omi'(1), ,OMNO2d,OMNO2d;OMNO2_CPR;OMNO2;OMNO2G;OMI_MINDS_NO2;OMI_MINDS_NO2d,,,1, 0, 5
LQVBLZY8,2017_Vasilkov_Accounting for the effects of surface BRDF on satellite cloud and trace-gas.pdf,, 'geos-5'(1); 'merra-2'(1); 'merra'(1),OMGLER,,,,0, 1, 0
TEA2H34D,2017_Zhang_Spatial and temporal evaluation of long term trend (2005–2014) of OMI retrieved.pdf,'aura/omi'(2), ,OMNO2d;OMSO2e,OMSO2;OMNO2d;OMNO2_CPR;OMNO2;OMNO2G;OMSO2G;OMSO2_CPR;OMI_MINDS_NO2;MSAQSO2L4;OMSO2e;OMPS_NPP_NMSO2_PCA_L2;MSVOLSO2L4;OMI_MINDS_NO2d,,,2, 0, 11
X2EGTV5U,2017_Goldberg_A high-resolution and observationally constrained OMI NO sub2-sub satellite.pdf,'aura/omi'(1), 'geos-5'(2); 'merra'(1); 'geos-chem'(1),OMNO2,OMNO2d;OMNO2_CPR;OMNO2;OMNO2G;OMI_MINDS_NO2;OMI_MINDS_NO2d,,,1, 0, 5
DLWXQL43,2019_Massagué_2005–2017 ozone trends and potential benefits of local measures as deduced from.pdf,'aura/omi'(1), ,OMNO2,OMDOAO3;OMTO3d;OMTO3e;OMNO2d;OMMYDCLD;OMNO2_CPR;OMVFPITMET;OMNO2;OMNO2G;OMI_MINDS_NO2;OMO3PR;OMDOAO3G;OMUFPITMET;OMDOAO3e;OMI_MINDS_NO2d;OMTO3G,,,1, 0, 15
59ZRQDUS,2017_Fioletov_Multi-source SO sub2-sub emission retrievals and consistency of satellite.pdf,'aura/omi'(2), ,MSAQSO2L4,OMSO2;OMSO2G;OMSO2_CPR;MSAQSO2L4;OMSO2e;OMPS_NPP_NMSO2_PCA_L2;MSVOLSO2L4,,,1, 0, 6
FVBDUWRL,2019_Goldberg_A top-down assessment using OMI NO sub2-sub suggests an underestimate in.pdf,, ,OMNO2,,,,0, 1, 0
GBUABSJD,2017_Zhang_Continuation of long-term global SO sub2-sub pollution monitoring from OMI.pdf,'aura/omi'(3), ,OMPS_NPP_NMSO2_PCA_L2,OMTO3d;OMDOAO3;OMSO2;OMTO3e;OMSO2G;OMSO2_CPR;MSAQSO2L4;OMO3PR;OMSO2e;OMDOAO3G;OMPS_NPP_NMSO2_PCA_L2;MSVOLSO2L4;OMDOAO3e;OMTO3G,,,1, 0, 13
VNLU2XSF,2016_Krotkov_Aura OMI observations of regional SO sub2-sub and NO sub2-sub pollution.pdf,'aura/omi'(4), ,MSAQSO2L4,OMTO3d;OMNO2d;OMNO2;OMI_MINDS_NO2;OMDOAO3e;OMNO2G;OMSO2G;OMO3PR;OMI_MINDS_NO2d;OMDOAO3;OMSO2;OMNO2_CPR;OMSO2_CPR;MSAQSO2L4;OMDOAO3G;OMPS_NPP_NMSO2_PCA_L2;OMTO3G;OMTO3e;OMSO2e;MSVOLSO2L4,,,1, 0, 19
KE3BIAFA,2013_Fioletov_Application of OMI SCIAMACHY and GOME-2 satellite SO sub2-sub retrievals.pdf,'aura/omi'(3), 'geos-chem'(4),MSAQSO2L4,OMTO3d;OMDOAO3;OMSO2;OMTO3e;OMSO2G;OMSO2_CPR;MSAQSO2L4;OMO3PR;OMSO2e;OMDOAO3G;OMPS_NPP_NMSO2_PCA_L2;MSVOLSO2L4;OMDOAO3e;OMTO3G,,,1, 0, 13
R2QB642S,2016_Laughner_Effects of daily meteorology on the interpretation of space-based remote.pdf,'aqua/modis'(2); 'aura/omi'(1); 'terra/modis'(1), ,OMNO2,OMNO2d;OMNO2_CPR;OMNO2;OMNO2G;OMI_MINDS_NO2;OMI_MINDS_NO2d,,,1, 0, 5
22GSXA3A,2006_Bhartia_Recent results from the Ozone Monitoring Instrument (OMI) on EOS Aura.pdf,'aura/omi'(7); 'nimbus-7/toms'(2); 'aura/mls'(2); 'nimbus-4/buv'(1); 'nimbus-7/sbuv'(1); 'aqua/modis'(1), ,OMAERO;OMAEROG;OMAEROZ;OMAEROe;OMAERUV;OMAERUVG;OMAERUVd;OMBRO;OMCLDO2;OMCLDO2G;OMCLDO2Z;OMCLDRR;OMCLDRRG;OMDOAO3;OMDOAO3G;OMDOAO3Z;OMDOAO3e;OMHCHO;OMHCHOG;OML1BIRR;OML1BRUG;OML1BRUZ;OML1BRVG;OML1BRVZ;OMLER;OMO3PR;OMOCLO;OMPIXCOR;OMPIXCORZ;OMTO3;OMTO3G;OMTO3d;OMTO3e;OMUVB;OMUVBG;OMUVBd,ML3MBO3;MSO3L3zm5;OMTO3d;SBUVN7O3;SBUV2N16O3;OMNO2d;TOMSN7L3dtoz;OMMYDAGEO;MSLERLSTL3zm;ML3DZMBRO;OMNO2;TOMSN7L3;ML3MBSO2;OMI_MINDS_NO2;ML3DZN2O;ML3DZSO2;TOMSN7OVP;ML3DBO3;ML2O3;OMDOAO3e;TOMSN7L3ztoz;ML2CO_NRT;ML2SO2_NRT;ML3DBN2O;ML3MBN2O;BUVN04L2;SBUVN07L2;OMNO2G;OMSO2G;ML2BRO;OMO3PR;ML2CO;BUVN4L2HDBUV;ML3DBCO;OMI_MINDS_NO2d;ML2DGG;AIRSM_CPR_MAT;BUVN4L2CPOZ;OMDOAO3;OMSO2;OMNO2_CPR;SBUVN07L3zm;BUVN04L3zm;OMSO2_CPR;ML3MBCO;MSAQSO2L4;MAM07S0;MAC07S1;OMDOAO3G;OMBRO;MSLERNNL3zm;OMPS_NPP_NMSO2_PCA_L2;ML2N2O_NRT;ML3DZCO;OMTO3G;ML2SO2;OMMYDCLD;OMTO3e;BUVN4L3ZMT;TOMSN7L2;ML2N2O;ML3DBSO2;MAC07S0;ML2O3_NRT;OMSO2e;ML3DZO3;TOMSN7SO2;MSVOLSO2L4;TOMSN7L3mtoz,,,8, 28, 61
22MGRLFE,,, 'geos-chem'(6),,
242N4DWA,,, ,,
24PG74LY,,'aqua/modis'(6), ,,
26Q6TJT7,,'aura/mls'(4), ,,ML2H2O;ML3DBOH
26YMUJEI,,, 'geos-chem'(1),,
289RH5AK,,, ,,
2AHP254C,,'aura/mls'(8); 'uars/haloe'(3); 'uars/mls'(3); 'aura/omi'(2), ,,OMTO3e;GozMmlpO3;ML3DBO3
2CEF6YBD,,'aura/omi'(1), 'geos-chem'(17),,OMNO2;OMI_MINDS_NO2d
2CI8MET7,,'aura/omi'(2); 'aqua/modis'(2); 'aqua/modis----level 3'(1), 'merra'(10); 'geos-5'(4),,OMTO3e;MAM07S0;OMBRO;MYD11CM1D;OMVFPITMET
2CL6AVSH,,, 'geos-chem'(31); 'geos-5'(4),,
2CUY64AQ,,'aura/omi'(3); 'aqua/modis'(3); 'terra/modis'(1), ,,
2E5DXR28,,'aura/omi'(2), 'geos-chem'(2),,OMNO2;OMTO3e;OMVFPITMET;OMI_MINDS_NO2d
2F6KLAM7,,, ,,
2GYNYJ7K,,'aura/omi'(23); 'aura/mls'(1), ,,ML3DBO3;OMTO3e
2HPW4YST,,'aura/omi'(1), ,,
2JTRX529,,'aura/omi'(3), ,,OMNO2;OMTO3e;OMI_MINDS_NO2d
2KGA4YS9,,'aura/mls'(2), ,,ML2T;ML3DBHCL;ML3DBO3
2L6D9SRL,,'meteor-3/toms'(1); 'aura/omi'(1); 'nimbus-7/toms'(1), ,,TOMSN7L3;OMTO3e;TOMSM3L3
2Q7BL9GU,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
2S92UT9T,,'aura/omi'(3), ,,OMTO3e
2TX3XLMR,,'aura/omi'(7); 'aura/omi----level 3'(1), ,,OMNO2;OMI_MINDS_NO2d;OMNO2d
2WY73IRG,,'aqua/modis'(2), ,,
2XCAXLIT,,'aura/omi'(2), 'geos-chem'(3),,OMNO2;OMTO3e;OMI_MINDS_NO2d
2Y9GURUV,,'meteor-3/toms'(5); 'aura/omi'(1); 'nimbus-7/toms'(1), ,,TOMSN7L3;OMTO3e;TOMSM3L3
2YJKDHZH,,'sentinel-5p/tropomi'(2), ,,S5P_L2__NO2____HiR;S5P_L2__CLOUD_
33LZSBMD,,, 'geos-chem'(4),,
34JE9CG5,,'aura/omi'(2), ,,OMNO2;OMI_MINDS_NO2d
35IHNBJY,,'aura/omi'(3); 'aura/mls'(3), 'geos-chem'(2),,OMTO3e;ML2N2O;ML3DBO3;ML2CO;OMI_MINDS_NO2d
35KX7QLI,,'aura/omi'(2), ,,
35Q74RI9,,'suomi-npp/omps'(1), 'geos-chem'(4),,OMPS_NPP_NMNO2_L2;OMPS_NPP_LP_L2_AER675_DAILY
36YRDH9E,,'aura/omi'(1), ,,OMTO3e;OMVFPITMET
39LEEIH7,,'aura/omi'(1), 'geos-chem'(21); 'merra'(1),,OMSO2e
39QNIQC7,,, ,,
3CMSDJMP,,, ,,
3DP4ZK2F,,'aura/mls'(20), ,,ML2HNO3;ML2N2O;ML3DBO3;ML3DBCLO;ML3DBHCL;ML2T
3DTT3GCW,,'aura/omi'(1), 'geos-chem'(12),,OMTO3e;OMNO2;OMI_MINDS_NO2d
3FTY34KK,,, ,,
3FZCR8IA,,'aura/omi'(1); 'sentinel-5p/tropomi'(1); 'aura/omi----level 1'(1), ,,S5P_L2__NO2____HiR;S5P_L2__O3_TCL;OMTO3e;OMNO2;OMI_MINDS_NO2d
3GVXAAPI,,'aqua/modis'(5), ,,
3GVXWF83,,'aura/omi'(1); 'aura/omi----level 2'(1), ,,OMTO3e;OMI_MINDS_NO2
3I9DUFIU,,'suomi-npp/omps'(3); 'aura/omi'(1), ,,OMPS_NPP_LP_L2_AER675_DAILY;OMTO3e
3J76F7IE,,'aura/omi'(3); 'aqua/modis'(2); 'terra/modis'(1); 'terra/modis----level 1'(1); 'aqua/modis----level 1'(1), ,,MYD11CM1D;MOD11CM1D;OMVFPITMET
3JZ784WY,,'aqua/modis'(2); 'terra/modis'(2); 'aura/omi'(1), 'geos-chem'(12),,OMNO2;OMI_MINDS_NO2d
3K9C93BX,,'meteor-3/toms'(2), ,,TOMSM3L3
3KND7MJJ,,'aqua/modis'(10); 'aura/omi'(3); 'terra/modis'(1), ,,MYD11CM1D;MOD11CM1D;OMVFPITMET
3LWCSP8I,,'aura/mls'(2); 'aura/omi'(1); 'aqua/airs'(1), ,,OMTO3e;ML3DBO3;AIRX3STD
3M8BEU89,,'aura/omi'(1), ,,OMTO3e
3MZVWED2,,'terra/modis'(3); 'aqua/modis'(1); 'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
3NELT4MI,,'aura/omi'(2), ,,
3Q9VD6S8,,'terra/modis'(2); 'aura/omi'(1); 'aqua/modis'(1), ,,
3QZJIKRW,,'aura/omi'(1); 'aqua/modis'(1); 'terra/modis'(1), 'geos-chem'(1),,OMNO2;OMI_MINDS_NO2d
3RD24XNC,,'sorce/solstice'(2); 'sorce/sim'(2); 'nimbus-7/sbuv'(1); 'aura/omi'(1); 'uars/solstice'(1), ,,
3TENG9N5,,'sentinel-5p/tropomi'(2); 'aqua/modis'(2), ,,S5P_L2__NO2____HiR;S5P_L2__O3_TCL;MAM07S0
3TZ93GMM,,'aura/omi'(5); 'terra/modis'(1), ,,OMTO3e
3UWFEQ8Z,,'aura/mls'(2); 'scisat-1/ace/ace-fts'(1), ,,ML2H2O;ML3DBO3;ML3DBCLO;ML3DBHCL;ML2T
3YHN4Q63,,'ep-toms/toms'(7); 'meteor-3/toms'(1); 'nimbus-7/toms'(1); 'aura/omi'(1), ,,OMTO3e;MSVOLSO2L4;TOMSN7L3;TOMSM3L3
42MQJUQ2,,'aura/omi'(2); 'aqua/modis'(1), ,,MAM07S0;OMTO3e
4494PX5D,,'aura/omi'(5); 'nimbus-7/toms'(1), ,,TOMSN7L3;OMTO3e
44EAXD8R,,'aqua/modis'(6); 'terra/modis'(6); 'aqua/airs'(2); 'aura/omi'(1), ,,AIRHBRAD;AIRX3STD;MYD11CM1D;MOD11CM1D;OMVFPITMET
45IF3XXU,,'aura/omi'(4), ,,OMTO3e
45NU4CWS,,'aura/omi'(2); 'aqua/modis'(1), 'geos-chem'(3),,OMNO2;OMI_MINDS_NO2d
46LP2YVT,,'aura/omi'(3); 'aqua/modis'(3); 'aqua/airs'(2); 'terra/modis'(1), ,,MAM05S0;WC_PM_ET_050;OMSO2e;AIRX3STD;AIRX2RET
48JNIKWM,,'goes/avhrr'(1); 'trmm/virs'(1); 'trmm/tmi'(1); 'trmm/pr'(1), ,,
48XUPX6L,,'aqua/modis'(3), 'gdas'(3),,
4BA3F98C,,, ,,
4CVGJS3V,,'aura/omi'(2), ,,OMTO3e;OMVFPITMET
4CX4QWPF,,'aura/omi'(4), 'geos-chem'(1),,OMNO2;OMI_MINDS_NO2d
4E7WSIUJ,,'aura/mls'(2); 'aura/omi'(2), 'geos-chem'(1),,OMTO3e;ML3DBO3;ML2CO
4GNMKPML,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
4GUD4XR4,,, 'geos-chem'(1),,
4JEGF8IP,,, 'geos-chem'(12); 'merra-2'(1); 'merra'(1),,
4JJFHR6I,,'aura/mls'(12), ,,ML2H2O;ML3DBO3
4LGUH4CC,,'aura/omi'(2); 'aqua/modis'(2), ,,MYD11CM1D;OMVFPITMET
4W4ZC49A,,'aura/omi'(3); 'aqua/modis'(1), ,,OMNO2;OMI_MINDS_NO2d
4WB7GTUY,,, 'geos-chem'(11); 'geos-5'(3),,
4ZUYQSNN,,'goes/avhrr'(1); 'suomi-npp/viirs'(1); 'aqua/modis'(1); 'aura/omi'(1); 'terra/modis'(1), 'geos-chem'(1); 'geos-5'(1),,
529HCB92,,'aura/omi'(2), ,,MSVOLSO2L4;OMSO2e
5885JN7N,,'ep-toms/toms'(19); 'aura/omi'(2), ,,MSVOLSO2L4;OMNO2;OMTO3e;OMI_MINDS_NO2d
594YFQVI,,'aura/omi'(2); 'meteor-3/toms'(1); 'suomi-npp/omps'(1); 'nimbus-7/toms'(1), ,,TOMSN7L3;OMPS_NPP_LP_L2_AER675_DAILY;OMTO3e;TOMSM3L3
59DTLFQB,,'aura/omi----level 1'(1), ,,
5AS6Y8E5,,, ,,
5BA4DUU2,,'aura/omi'(2); 'aqua/modis'(1), ,,MAM07S0;OMTO3e
5CYA3X6A,,'aura/omi'(1), 'geos-chem'(32); 'merra-2'(1); 'merra'(1),,OMNO2;OMI_MINDS_NO2d
5F84ENWA,,'aura/omi'(4); 'aura/mls'(1); 'sentinel-5p/tropomi'(1), 'merra'(4),,S5P_L2__NO2____HiR;OMI_MINDS_NO2d;OMNO2;ML2N2O;S5P_L2__CLOUD_;ML2DGG;ML2T;OMVFPITMET
5HQPYDY8,,'aura/omi'(1), ,,OMTO3e;OMNO2;OMI_MINDS_NO2d
5JUV8B6R,,'terra/modis'(14); 'aqua/modis'(12); 'aura/omi'(1); 'meteosat/seviri'(1), ,,OMNO2;MYD11CM1D;MOD11CM1D;OMI_MINDS_NO2d;OMVFPITMET
5JW5SAAC,,'aqua/modis'(6); 'aura/omi'(2); 'terra/modis'(1), ,,
5LH5VRM9,,'aura/omi'(1), ,,OMSO2e
5MPUASCE,,'aura/omi'(3), ,,OMTO3e
5NVMI3GE,,'sentinel-5p/tropomi'(1), 'geos-chem'(5),,S5P_L2__NO2____HiR;S5P_L2__O3_TCL;S5P_L2__CLOUD_
5QI44A4I,,'meteor-3/toms----level 2'(1); 'nimbus-7/toms----level 2'(1); 'aura/omi'(1), ,,OMTO3e;TOMSEPAER;OMVFPITMET;TOMSN7SO2
5RXJ5TZW,,'aura/omi'(6), ,,OMTO3e
5SMW4TGN,,'aura/omi'(1), 'geos-chem'(41); 'merra'(5); 'merra-2'(4),,OMTO3e;OMNO2;OMI_MINDS_NO2d
5TYVQGTI,,'aura/omi'(1), 'geos-5'(1),,OMBRO
5U8AXJVZ,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d;OMVFPITMET
5VNF8CGV,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d;OMVFPITMET
5VSZ4WLP,,'aura/omi'(15), ,,OMTO3e;OMVFPITMET
5XULIMG9,,, 'geos-chem'(14); 'geos-5'(1); 'merra'(1),,
63WA2G2T,,'terra/modis'(2); 'aura/omi'(1), 'geos-chem'(14); 'geos-5'(2),,OMTO3e;OMNO2;MOD11CM1D;OMI_MINDS_NO2d;OMVFPITMET
66ACKSA3,,'nimbus-4/buv'(3); 'aura/omi'(3); 'nimbus-7/sbuv'(2); 'noaa-11/sbuv/2'(2); 'noaa-14/sbuv/2'(2); 'noaa-16/sbuv/2'(2); 'noaa-19/sbuv/2'(2); 'noaa-17/sbuv/2'(2); 'nimbus-7/toms'(2); 'noaa-9/sbuv/2'(2); 'noaa-18/sbuv/2'(2); 'noaa-19/toms'(1); 'suomi-npp/omps'(1), ,,SBUV2N19L2;SBUV2N16L3zm;OMTO3e;SBUV2N18L2;BUVN4L3ZMT;SBUVN07L2;MSLERLSTL3zm;OMPS_NPP_LP_L2_AER675_DAILY;SBUV2N11L3zm;TOMSN7L3;SBUV2N14L3zm;SBUV2N09L2;SBUV2N17L2
66VU8ZA5,,'aura/omi'(8); 'sentinel-5p/tropomi'(1), ,,S5P_L2__NO2____HiR;OMNO2;OMI_MINDS_NO2d
67GYN4SR,,'aqua/modis'(2); 'terra/modis'(2), 'geos-chem'(48),,
67QF6LWC,,, ,,
69SXTTGW,,'aqua/airs'(1), ,,AIRHBRAD;AIRX3STD
6A98KAZW,,'aura/omi'(3), 'geos-chem'(5); 'geos-5'(1),,OMTO3e;OMNO2;OMI_MINDS_NO2d;OMBRO
6B95GGGC,,'sorce/solstice'(6); 'sorce/sim'(6); 'aura/omi'(1); 'uars/susim'(1), ,,
6CFIA9WV,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
6DIJMYLP,,'aura/omi'(2), 'geos-chem'(2),,OMNO2;OMTO3e;OMI_MINDS_NO2d
6ELNJUAT,,'aura/omi'(3); 'aqua/modis'(3); 'aqua/amsr-e'(1); 'aqua/airs'(1); 'aqua/amsu-a'(1), ,,MAM07S0;OMTO3e;AIRX3STD
6IIE4473,,'aura/omi'(3), ,,OMNO2;OMI_MINDS_NO2d
6JSZYKUZ,,'sorce/solstice'(16); 'aura/omi'(11); 'uars/susim'(9); 'uars/solstice'(6); 'sorce/sim'(4), ,,
6KJD4L4P,,'aqua/modis'(3); 'terra/modis'(2); 'aura/omi'(1), ,,
6LWBB8GF,,'aqua/modis'(2); 'aura/omi'(1); 'terra/modis'(1), 'merra'(1); 'geos-chem'(1),,
6MAGSPQQ,,'aura/omi'(1), ,,OMNO2;OMI_MINDS_NO2d
6NPD8W6F,,'aura/omi'(1), 'gdas'(1),,OMNO2;OMI_MINDS_NO2d
6PHHWQA2,,'aqua/modis'(8); 'aura/omi'(3); 'aqua/modis----level 2'(1); 'aura/omi----level 3'(1); 'sentinel-5p/tropomi'(1), 'merra-2'(10); 'merra'(10),,MAM06S0;S5P_L2__CLOUD_;S5P_L2__CO____;MYD11CM1D;OMVFPITMET
6UWQLXSR,,'aqua/modis'(2); 'terra/modis'(2); 'aura/omi'(1), 'geos-chem'(8); 'geos-5'(3),,OMTO3e;MAM07S0;OMNO2;MYD11CM1D;MOD11CM1D;OMI_MINDS_NO2d;OMVFPITMET
6VLQB3DI,,'aura/mls'(1); 'noaa-18/sbuv/2'(1); 'noaa-16/sbuv/2'(1); 'aura/omi'(1); 'noaa-17/sbuv/2'(1); 'scisat-1/ace/ace-fts'(1), ,,SBUV2N16L3zm;OMTO3e;OMNO2;ML2N2O;ML3DBO3;ML2CO;SBUV2N18L2;SBUV2N17L2;OMI_MINDS_NO2d;ML2DGG
6VUCAGBB,,'aura/omi'(1), 'gdas'(1),,OMNO2;OMI_MINDS_NO2d
6XZ86DCU,,'terra/modis'(3); 'aura/omi'(2); 'suomi-npp/omps'(1); 'aqua/airs'(1); 'aura/mls'(1), 'merra-2'(31); 'merra'(31),,OMTO3e;OMPS_NPP_LP_L2_AER675_DAILY;ML3DBO3;AIRHBRAD;AIRX3STD;MOD11CM1D;ML2T;OMVFPITMET
6YG8TW9K,,'aura/omi'(2), ,,OMSO2e
72E5MRV4,,'aura/omi'(1), 'merra-2'(3); 'merra'(3),,OMTO3e;OMVFPITMET
74JF3HX8,,, ,,
76JNJFXB,,'uars/mls'(1), ,,UARML3AT
