zotero key, pdf key, title, mission/instruments couples, single instruments, models, dois, datasets, dois & datasets mapped
32RG3YD7,W3BTBHIG,2009_Staudacher_The April 2007 eruption and the Dolomieu crater collapse two major events at.pdf,'aura/omi'(1), 'omi'(1), , 
XWZP3B9A,X8LIRGGE,2020_Wang_Systematics of atmospheric environment monitoring in China via satellite remote.pdf,'aqua/airs'(3); 'aqua/modis'(1); 'gosat/tanso-fts'(1); 'aura/omi'(1); 'terra/modis'(1); 'nimbus-7/sbuv'(1); 'nimbus-7/toms'(1); 'suomi-npp/omps'(1), 'modis'(14); 'omi'(10); 'airs'(4); 'tropomi'(2); 'viirs'(2); 'gmi'(2); 'omps'(2); 'ahi'(1); 'avhrr'(1); 'tanso-fts'(1); 'sbuv'(1); 'toms'(1), 'geos-chem'(1), 
BSZN2WC9,YUHKNIZA,2019_Han_Temporal Analysis of OMI-Observed Tropospheric NO2 Columns over East Asia.pdf,'aura/omi'(1), 'omi'(12); 'ro'(1), , 
C2C33FDN,2Q7BL9GU,2014_Curier_Synergistic use of OMI NO2 tropospheric columns and LOTOS–EUROS to evaluate the.pdf,'aura/omi'(1), 'omi'(43); 'toms'(1), , 
2UHFETRY,FU9H55EA,2020_Sofiev_Technical note.pdf,, 'omi'(11); 'mls'(10); 'omps'(5), , 
5H53B5ID,M8UWK36H,2019_Zhang_Surface erythemal UV irradiance in the continental United States derived from.pdf,'aura/omi'(1), 'omi'(160); 'toms'(4), , 
N9EFUIQ3,WH2IUHBQ,2006_Tanskanen_Surface ultraviolet irradiance from OMI.pdf,'aura/omi'(2); 'ep-toms/toms'(1), 'omi'(28); 'toms'(4), , 
DBHIKXDR,M247PNZ7,2014_Brenot_Support to Aviation Control Service (SACS).pdf,'aqua/airs'(3); 'aura/omi'(3); 'suomi-npp/viirs'(1); 'suomi-npp/cris'(1); 'suomi-npp/omps'(1), 'airs'(41); 'omi'(28); 'ace-fts'(1); 'viirs'(1); 'tropomi'(1); 'cris'(1); 'omps'(1), , 
9HA58HNP,QNH38TK7,2013_Deroubaix_Suitability of OMI aerosol index to reflect mineral dust surface conditions.pdf,'aura/omi'(1), 'omi'(110); 'toms'(13); 'modis'(2); 'pr'(1), , 
784KEG5V,8XHRCMD4,2014_Zanis_Summertime free-tropospheric ozone pool over the eastern Mediterranean-Middle.pdf,, 'ace-fts'(1); 'dpr'(1), , 
JXULCVWT,K5DM27NS,2017_Theys_Sulfur dioxide retrievals from TROPOMI onboard Sentinel-5 Precursor.pdf,'sentinel-5p/tropomi'(1); 'sentinel-5p/tropomi----level-2'(1), 'tropomi'(53); 'omi'(33); 'omps'(4); 'toms'(3); 'cris'(1); 'modis'(1); 'viirs'(1); 'airs'(1), , 
2JC99ITD,9JEZGSX7,2020_Fan_Spatiotemporal variations and potential sources of tropospheric formaldehyde.pdf,'aura/omi'(1), 'omi'(9); 'car'(7); 'modis'(1), , 
3KDIH68M,TKDIS5IM,2018_Meng_Spatio-temporal variations in SO2 and NO2 emissions caused by heating over the.pdf,'aura/omi'(2), 'omi'(24), , 
D8BMTQSS,PMDG43NS,2017_Lorente_Structural uncertainty in air mass factor calculation for NO₂ -hack-break and.pdf,, 'omi'(18); 'modis'(2); 'tropomi'(1); 'gmi'(1), 'geos-chem'(4), 
B4HFTNEH,TV5DPUQX,2012_Hudman_Steps towards a mechanistic model of global soil nitric oxide emissions.pdf,'aura/omi'(2); 'terra/modis'(1), 'omi'(29); 'modis'(7); 'toms'(1), 'geos-chem'(30); 'geos-5'(3), 
6HXX8EWY,6CFIA9WV,2018_Geddes_Stratosphere–troposphere separation of nitrogen dioxide columns from the TEMPO.pdf,'aura/omi'(1), 'omi'(23); 'tropomi'(2); 'car'(2), , 
GP25PDIF,3CMSDJMP,2020_Maji_Spatio-temporal variations and trends of major air pollutants in China during.pdf,, , , 
I24LQNDG,GNZBZITS,2020_Park_Spatio-Temporal Variability of Aerosol Optical Depth Total Ozone and NO2 Over.pdf,'aura/omi'(2); 'aqua/modis'(2); 'terra/modis'(1), 'omi'(12); 'modis'(8); 'toms'(3); 'tropomi'(1), , 
HLEQTHKY,S5GXIEGT,2010_Wang_Spatio-temporal distribution of tropospheric NO2 and quantitative analysis of.pdf,'aura/omi'(3), 'omi'(8); 'car'(2), , 
H8ZL79HF,QAIJFBJ5,2014_Wecht_Spatially resolving methane emissions in California.pdf,, 'tropomi'(15); 'airs'(1); 'gmi'(1), 'geos-chem'(23); 'geos-5'(3), 
AMSTPZKA,KZFCBECC,2017_Wu_Spatial Distribution of Ozone Formation in China Derived from Emissions of.pdf,'aura/omi'(1), 'omi'(4); 'modis'(1), , 
S9WIAFUM,VBLFLRGM,2020_Duncan_Space‐Based Observations for Understanding Changes in the Arctic‐Boreal Zone.pdf,'aqua/modis'(4); 'terra/modis'(3); 'aqua/airs'(1); 'dmsp/ssmis'(1); 'meteosat/seviri'(1); 'gpm/gmi'(1), 'avhrr'(15); 'ro'(8); 'modis'(6); 'amsr2'(5); 'smmr'(3); 'esmr'(2); 'ssmis'(2); 'thir'(1); 'airs'(1); 'viirs'(1); 'infrared radiometers'(1); 'seviri'(1); 'gmi'(1); 'windsat'(1), , 
3WBQ2BDQ,AJA6FY3X,2019_Wei_Satellite remote sensing of aerosol optical depth.pdf,'aqua/modis'(5); 'aura/omi'(3); 'himawari-8/ahi'(3); 'meteosat/seviri'(2); 'terra/modis'(2); 'oco-2/oco-2'(1); 'suomi-npp/viirs'(1); 'aqua/airs'(1); 'orbview-2/seawifs'(1), 'modis'(29); 'omi'(7); 'avhrr'(7); 'viirs'(6); 'seawifs'(4); 'toms'(3); 'omps'(3); 'ahi'(3); 'seviri'(2); 'airs'(2); 'ro'(2); 'pr'(1); 'oco-2'(1), , 
95PKLIGE,ILS8GR2A,2016_Chong_Mobile MAX-DOAS observation of NO2 and comparison with OMI satellite data in.pdf,'aura/omi'(2), 'omi'(17), , 
8WXC998Z,Z4A8FUSX,2013_Carn_Measuring global volcanic degassing with the Ozone Monitoring Instrument (OMI).pdf,'aura/omi'(5); 'aqua/modis'(3); 'aqua/airs'(2); 'aura/omi----level 2'(1); 'suomi-npp/omps'(1), 'omi'(117); 'modis'(6); 'omps'(5); 'toms'(4); 'airs'(4); 'tropomi'(2); 'ro'(1), 'gdas'(1), 
PQRJESVR,UKJS553Y,2017_Du_Global financial crisis making a V-shaped fluctuation in NO2 pollution over the.pdf,'aura/omi'(1), 'omi'(14), , 
JSQ4R4AK,M93JDTK3,2015_Carn_Gas Plume and Thermal Monitoring.pdf,'oco-2/oco-2'(8); 'goes/avhrr'(4); 'aura/mls'(2); 'aura/omi'(1); 'suomi-npp/omps'(1); 'meteosat/seviri'(1), 'omi'(10); 'modis'(10); 'oco-2'(8); 'avhrr'(8); 'omps'(6); 'ro'(6); 'mls'(5); 'toms'(3); 'airs'(3); 'seviri'(3); 'viirs'(2); 'tropomi'(2); 'tim'(1), , 
SSZPS67U,C6MAZ7WK,2020_Choo_Analysis of long-term (2005–2018) trends in tropospheric NO2 percentiles over.pdf,'aura/omi'(3), 'omi'(25); 'ro'(1), , , OMNO2, OMNO2
LTEA5TVI,I7YYQFFY,2018_Cai_Spatial–Temporal Variations in NO2 and PM2.pdf,'aura/omi'(1); 'terra/modis'(1), 'omi'(13); 'modis'(5), 'geos-5'(1), 
EH9SG5PF,GCNI94LA,2018_Chimot_Spatial distribution analysis of the OMI aerosol layer height.pdf,'aqua/modis'(9); 'aura/omi'(1), 'omi'(75); 'modis'(24), , , OMCLDO2, OMCLDO2
A4KBD6TZ,U7CCAWVH,2009_Kazadzis_Spatial and temporal UV irradiance and aerosol variability within the area of.pdf,'aura/omi'(1), 'omi'(51); 'toms'(2), , 
VU3JQP4I,ALCL3X6Z,2018_Wang_Spatial and temporal changes in -chemSO_2 regimes over China in the recent.pdf,'aura/omi'(1), 'omi'(5), , 
E59BYVJL,H68R3DRV,2020_Kim_Space-Borne Monitoring of NOx Emissions from Cement Kilns in South Korea.pdf,'aura/omi'(1), 'omi'(33); 'tropomi'(1), , 
PSBNKZ32,ASCPM6VR,2014_Bousserez_Space-based retrieval of NO2 over biomass burning regions.pdf,, 'omi'(16); 'modis'(2); 'gmi'(1), 'geos-chem'(16); 'geos-5'(1), 
GHSC79ZB,XA9AAV78,2018_Sagan_SO2 trajectories in a complex terrain environment using CALPUFF dispersion.pdf,'aura/omi'(4); 'terra/modis'(1); 'aqua/modis'(1), 'omi'(72); 'modis'(6), , 
5G839AXC,M7HA6LVA,2019_Coddington_Solar Irradiance Variability.pdf,'sorce/tim'(40); 'sorce/sim'(27); 'sorce/solstice'(17); 'aura/omi'(1); 'sorce/tim----level 3'(1); 'sorce/solstice----level 3'(1); 'sorce/sim----level 3'(1), 'omi'(41); 'tim'(41); 'sim'(32); 'solstice'(18), , 
7EGAV6RL,FVU7M6Q2,2018_van Peet_Simultaneous assimilation of ozone profiles from multiple UV-VIS satellite.pdf,'aura/omi'(2), 'omi'(79); 'pr'(1), , 
CDH2J3ZT,NRPQPVQL,2016_Chen_Simulations of sulfate–nitrate–ammonium (SNA) aerosols during the extreme haze.pdf,, 'omi'(1), 'gdas'(1), 
RJRT4UBY,BSR36M58,2007_Veihelmann_Simulation study of the aerosol information content in OMI spectral reflectance.pdf,, 'omi'(39); 'modis'(3); 'toms'(2), , 
TBPYBS65,BLPFZBUD,2016_González Abad_Smithsonian Astrophysical Observatory Ozone Mapping and Profiler Suite (SAO.pdf,'suomi-npp/omps'(2); 'aura/omi'(2), 'omi'(57); 'omps'(56); 'toms'(2); 'tropomi'(1), 'geos-chem'(8), 
AVTB4EDS,MNE2TKRJ,2014_Schnell_Skill in forecasting extreme ozone pollution episodes with a global atmospheric.pdf,, , , 
C2YQ4VXD,X9AS8DDG,2009_Lerot_Six years of total ozone column measurements from SCIAMACHY nadir observations.pdf,, 'omi'(6); 'toms'(5), , 
NXKYH4HT,7KT57K4G,2019_Mallet_Simulation of the transport vertical distribution optical properties and.pdf,'aqua/modis'(6); 'terra/modis'(4); 'aura/omi'(1), 'modis'(38); 'seviri'(13); 'omi'(10); 'tim'(1), 'merra'(19); 'merra-2'(18), 
X6J9YTQM,QT5EUMII,2012_Bak_Sensitivity study of ozone retrieval from UV measurements on geostationary.pdf,'aura/omi'(2), 'omi'(24); 'toms'(8), , 
4Z4I2URX,ANRIGC82,2013_Grytsai_SCIAMACHY-Envisat OMI-Aura and ground-based total ozone measurements over.pdf,'aura/omi'(7); 'nimbus-7/toms'(1), 'omi'(44); 'toms'(5); 'solstice'(3), , 
6VFUDE3M,J9IWZ54D,2016_Turner_Simulation of submillimetre atmospheric spectra for characterising potential.pdf,'aura/mls'(1), 'mls'(2); 'ace-fts'(2), , 
DNY8AUNV,UDT4ELVS,2018_Hong_Ship-based MAX-DOAS measurements of tropospheric NOsub2-sub.pdf,'aura/omi'(1), 'omi'(40), 'gdas'(1), 
DJNBSEGJ,5XULIMG9,2017_Kwon_Sensitivity of formaldehyde (HCHO) column measurements from a geostationary.pdf,, 'omi'(21); 'toms'(1), 'geos-chem'(14); 'merra'(1); 'geos-5'(1), 
EE3TTMM5,EZ82X2CA,2009_Franke_Ship emitted NO2 in the Indian Ocean.pdf,, 'omi'(9); 'ro'(1); 'sim'(1); 'tmi'(1), , 
QJ93YTZR,C6W5KUNY,2011_Petropavlovskikh_Sensitivity of Dobson and Brewer Umkehr ozone profile retrievals to ozone.pdf,'aura/mls'(1), 'susim'(1); 'mls'(1); 'sage ii'(1), , 
A6G5H79H,FEHHTEZF,2013_Cordero_Satellite-derived UV climatology at Escudero Station Antarctic Peninsula.pdf,'aura/omi'(2), 'omi'(52); 'toms'(7), , 
5XHKZNND,ADDDMQB2,2017_Barkley_OMI air-quality monitoring over the Middle East.pdf,'aura/omi'(1), 'omi'(37); 'tropomi'(1), 'geos-chem'(1), , OMSO2, OMSO2
U8DCWV2L,Z834E2XJ,2016_Lutz_OCRA radiometric cloud fractions for GOME-2 on MetOp-A-B.pdf,, 'avhrr'(29); 'pr'(22); 'seviri'(3); 'omi'(1); 'tropomi'(1), , 
DH3CHECQ,SHTX5RGN,2016_Zhu_Observing atmospheric formaldehyde (HCHO) from space.pdf,'aura/omi'(1), 'omi'(35); 'omps'(24); 'gmi'(3), 'geos-chem'(39), 
94HGN85X,Y7TM7CYF,2017_Xing_Observations of the vertical distributions of summertime atmospheric pollutants.pdf,, 'omi'(22), , 
IC9UPB8C,MGHH68ME,2010_Morris_Observations of ozone production in a dissipating tropical convective cell.pdf,'aura/omi'(2), 'omi'(17); 'gmi'(1); 'sbuv'(1); 'modis'(1); 'ro'(1), 'gdas'(1), 
9X5L6NIW,67QF6LWC,2012_DiGangi_Observations of glyoxal and formaldehyde as metrics for the anthropogenic.pdf,, 'ro'(12), , 
7CV93HAB,59DTLFQB,2011_Valin_Observation of slant column NO2 using the super-zoom mode of AURA-OMI.pdf,'aura/omi----level 1'(1), 'omi'(6); 'tropomi'(1), , 
QXR4IKPD,AWKPNE6Q,2015_Hayashida_Observation of ozone enhancement in the lower troposphere over East Asia from a.pdf,'aura/omi'(2), 'omi'(84); 'modis'(4); 'mls'(1), , 
5LWQ8UZZ,SIB8SMTA,2016_Liu_NOx lifetimes and emissions of cities and power plants in polluted background.pdf,'aura/omi'(1), 'omi'(9); 'tropomi'(2), , 
TZYU8RVW,SM7KTX9E,2015_Ding_NOx emission estimates during the 2014 Youth Olympic Games in Nanjing.pdf,'aura/omi'(2), 'omi'(23); 'modis'(7), , 
HULTVVJF,TVF9X272,2011_Lee_Novel application of satellite and in-situ measurements to map surface-level.pdf,'aura/omi'(1), 'omi'(53), 'geos-chem'(2), 
VBJ8QYIG,GU6BDT37,2016_Nowlan_Nitrogen dioxide observations from the Geostationary Trace gas and Aerosol.pdf,'aura/omi'(1), 'modis'(8); 'omi'(6); 'omps'(1), , 
EYEQ3JZQ,22MGRLFE,2012_Chan_NO2 measurements in Hong Kong using LED based long path differential optical.pdf,, 'omi'(56), 'geos-chem'(6), 
UK2YZRF3,HUYSLADZ,2018_Herman_NO2 and HCHO measurements in Korea from 2012 to 2016 from Pandora spectrometer.pdf,'aura/omi'(2), 'omi'(49); 'car'(1); 'gmi'(1), , 
LJCBJX2P,RYAV6XB5,2018_Marais_Nitrogen oxides in the global upper troposphere.pdf,'aura/omi'(1), 'omi'(32); 'gmi'(2), 'geos-chem'(21); 'merra'(2); 'merra-2'(2), 
L23MRNR4,6LWBB8GF,2016_Bauwens_Nine years of global hydrocarbon emissions based on source inversion of OMI.pdf,'aqua/modis'(2); 'aura/omi'(1); 'terra/modis'(1), 'omi'(52); 'modis'(14), 'merra'(1); 'geos-chem'(1), 
N8F8RS4Z,K435SBDS,2015_Shaiganfar_New concepts for the comparison of tropospheric NOsub2-sub column densities.pdf,'aura/omi'(1), 'car'(120); 'omi'(97); 'modis'(3), , 
VFUJIKS5,RBDXD9CS,2012_Millán_New Aura Microwave Limb Sounder observations of BrO and implications for.pdf,'aura/mls'(2), 'mls'(61), 'geos-5'(1), 
UIKE7AMD,YYU9N744,2018_Pazmiño_Multiple symptoms of total ozone recovery inside the Antarctic vortex during.pdf,'nimbus-7/toms'(1); 'aura/omi----level 3'(1), 'toms'(13); 'omi'(9); 'sage ii'(4); 'omps'(3); 'sbuv'(2), 'merra'(3); 'merra-2'(1), 
462B6TQ2,VYCQJQHY,2018_Peiro_Multi-year assimilation of IASI and MLS ozone retrievals.pdf,'aura/mls'(4); 'aura/mls----level 2'(1); 'aura/omi'(1); 'uars/mls'(1); 'uars/haloe'(1); 'aqua/modis'(1), 'mls'(105); 'omi'(52); 'ace-fts'(1); 'tovs'(1); 'toms'(1); 'haloe'(1); 'modis'(1), , 
Z4BZT3NG,EYCZEVRG,2015_Aidaoui_Modelled NO2 tropospheric columns at different resolutions versus OMI satellite.pdf,'aura/omi'(1), 'omi'(14), , 
Y2JKIMXK,WH8ZCL7N,2016_Zörner_Multi-satellite sensor study on precipitation-induced emission pulses of NO$_x$.pdf,'trmm/tmi'(3); 'aura/omi'(1); 'dmsp/ssm/i'(1); 'aqua/amsr-e'(1); 'trmm/pr'(1), 'omi'(54); 'tmi'(5); 'ssm/i'(4); 'modis'(3); 'amsr-e'(3); 'smmr'(2); 'amsu-b'(2); 'tropomi'(1); 'pr'(1); 'windsat'(1), 'tmpa'(13); 'geos-chem'(1), 
RZ7QLJKM,FR5JLRSA,2010_van der A_Multi sensor reanalysis of total ozone.pdf,'noaa-9/sbuv/2'(1); 'nimbus-7/sbuv'(1); 'aura/omi'(1); 'noaa-16/sbuv/2'(1); 'noaa-11/sbuv/2'(1); 'nimbus-7/toms'(1), 'sbuv'(18); 'toms'(16); 'omi'(8); 'sbuv/2'(2), , 
L4H2T2NK,6DIJMYLP,2007_Boersma_Near-real time retrieval of tropospheric NOsub2-sub from OMI.pdf,'aura/omi'(2), 'omi'(96); 'toms'(3); 'avhrr'(1), 'geos-chem'(2), 
XR2SMIGX,5QI44A4I,2011_Hendrick_NDACC-SAOZ UV-visible total ozone measurements.pdf,'nimbus-7/toms----level 2'(1); 'meteor-3/toms----level 2'(1); 'aura/omi'(1), 'toms'(38); 'omi'(26); 'sage ii'(3); 'mls'(2); 'sage i'(1); 'solstice'(1), , 
LSDDKMVW,44EAXD8R,2011_Witte_NASA A-Train and Terra observations of the 2010 Russian wildfires.pdf,'terra/modis'(6); 'aqua/modis'(6); 'aqua/airs'(2); 'aura/omi'(1), 'modis'(33); 'omi'(20); 'airs'(20); 'toms'(1), , 
PM7FHBT4,A64VUDMM,2017_Schneider_MUSICA MetOp-IASI {H2O δD} pair retrieval simulations for validating.pdf,, , , 
Z7VSBMPJ,B67PRH4D,2011_Penning de Vries_Modelled and measured effects of clouds on UV Aerosol Indices on a local.pdf,, 'omi'(3); 'modis'(3); 'toms'(1), , 
4LVWIXNQ,PHY5AWBQ,2012_Lin_Modeling uncertainties for tropospheric nitrogen dioxide columns affecting.pdf,'aqua/modis'(2); 'aura/omi'(1), 'modis'(7); 'omi'(4); 'car'(1), 'geos-5'(23); 'geos-chem'(22), 
2S4FFLZQ,ZHNSCLDN,2013_Wang_Modeling of 2008 Kasatochi volcanic sulfate direct radiative forcing.pdf,'terra/modis'(1); 'aqua/modis'(1); 'aqua/modis----level 3'(1); 'terra/modis----level 3'(1); 'aqua/modis----level-2'(1); 'terra/modis----level-2'(1), 'omi'(49); 'modis'(30); 'toms'(3); 'buv'(3); 'airs'(2); 'sage ii'(1); 'sbuv'(1), 'geos-chem'(49); 'geos-5'(8), 
PHT2VZ38,2CL6AVSH,2010_Nassar_Modeling global atmospheric CO2 with improved emission inventories and CO2.pdf,, 'modis'(1); 'airs'(1), 'geos-chem'(31); 'geos-5'(4), 
WQMQGN7R,S3UBY972,2017_Li_MIX.pdf,, 'dpr'(1); 'airs'(1); 'omi'(1), , 
FGIYSKWW,FZ2GKSQ7,2012_Hudson_Measurements of the movement of the jet streams at mid-latitudes in the.pdf,'ep-toms/toms'(1), 'tovs'(3); 'omi'(2); 'toms'(2); 'solstice'(1), , 
TZB24IQM,6NPD8W6F,2019_Chan_MAX-DOAS measurements of tropospheric -chemNO_2 and HCHO in Nanjing and a.pdf,'aura/omi'(1), 'omi'(70); 'gmi'(2), 'gdas'(1), 
EVQR8GVZ,GNQCBNS4,2013_Li_MAX-DOAS measurements of NO2 HCHO and CHOCHO at a rural site in Southern China.pdf,'aura/omi'(1), 'omi'(12), , 
4I56BAY8,MFAP9ZQP,2008_Weihs_Measurements of UV irradiance within the area of one satellite pixel.pdf,'aura/omi'(2), 'omi'(47); 'toms'(5), , 
PNB7W8TM,2Y9GURUV,2017_Vaz Peres_Measurements of the total ozone column using a Brewer spectrophotometer and.pdf,'meteor-3/toms'(5); 'aura/omi'(1); 'nimbus-7/toms'(1), 'toms'(33); 'omi'(28); 'buv'(2); 'sage ii'(1); 'mls'(1), , 
YT9ZD24K,U2Z82QYT,2018_Lu_Lower tropospheric ozone over India and its linkage to the South Asian monsoon.pdf,'aura/omi'(1), 'omi'(28); 'gmi'(1), 'geos-chem'(21); 'merra'(5), 
XC939CLB,LW5WVW6L,2013_Hilboll_Long-term changes of tropospheric NOsub2-sub over megacities derived from.pdf,'aura/omi'(2); 'sentinel-5p/tropomi'(1), 'omi'(17); 'ro'(1); 'tropomi'(1), , 
IMHSQ3P6,FXXNMKI9,2014_Peters_Liquid water absorption and scattering effects in DOAS retrievals over oceans.pdf,'aura/omi'(1), 'omi'(24), , 
WNGVM9QA,EVVMHA3Q,2011_Lee_SO2 emissions and lifetimes.pdf,'aura/omi'(1), 'omi'(59); 'airs'(1), , 
3UUD926Y,EL7Q8K95,2014_Huanhuan_SO2 columns over China.pdf,'aura/omi'(1), 'omi'(16); 'toms'(1), , 
JIFFHTF4,XVG6FQ5S,2016_Adams_Limb-nadir matching using non-coincident NO2 observations.pdf,'aura/omi'(1); 'scisat-1/ace/ace-fts'(1), 'omi'(140); 'hirdls'(6); 'gmi'(1); 'ace-fts'(1); 'sage i'(1); 'sage iii'(1), , 
MYW5G76D,8LMEXGW8,2011_Tulet_Large scale modeling of the transport chemical transformation and mass budget.pdf,'aura/omi'(1), 'omi'(39); 'modis'(1), , 
57SLIF88,B39BJ3MK,2018_Wu_Investigations of temporal and spatial distribution of precursors -chemSO_2 and.pdf,'aura/omi'(1), 'omi'(29); 'car'(1), , 
HR5RTVJP,3M8BEU89,2019_Bittencourt_Investigation of the behavior of the atmospheric dynamics during occurrences of.pdf,'aura/omi'(1), 'omi'(12); 'toms'(1), , 
J6VPWIH8,XD9C5I4M,2013_Das_Investigation of radiative effects of the optically thick dust layer over the.pdf,'aura/omi'(4); 'aqua/modis'(4); 'terra/modis'(2); 'aura/omi----level 3'(1); 'aqua/modis----level 3'(1), 'modis'(19); 'omi'(10), , 
5MBKW3EP,GX323ZZ9,2016_Alfaro-Contreras_Investigating the frequency and interannual variability in global above-cloud.pdf,'aqua/modis'(3), 'omi'(108); 'modis'(67), , 
XDVDRZG5,PWYYCTYJ,2020_Wang_Inverse modeling of SO2 and NOx emissions over China using multisensor.pdf,'aura/omi'(1); 'suomi-npp/omps'(1), 'omps'(63); 'omi'(36); 'modis'(1), 'geos-chem'(35), , OMSO2; OMPS_NPP_NMNO2_L2; OMSO2e; OMNO2d; OMNO2, OMSO2; OMPS_NPP_NMNO2_L2; OMSO2e; OMNO2d; OMNO2
UT9AM7XN,JNWRCFKY,2017_Fujiwara_Introduction to the SPARC Reanalysis Intercomparison Project (S-RIP) and.pdf,'aura/mls'(8); 'aura/omi'(3); 'terra/modis'(2); 'goes/avhrr'(2); 'uars/mls'(2); 'uars/haloe'(2); 'aqua/modis'(1); 'noaa-9/tovs'(1); 'noaa-7/tovs'(1); 'aqua/airs'(1); 'aqua/amsr-e'(1); 'trmm/tmi'(1), 'tovs'(16); 'amsu-a'(10); 'ro'(10); 'mls'(9); 'msu'(8); 'ssm/i'(6); 'sbuv'(5); 'omi'(4); 'avhrr'(4); 'hirs'(4); 'cris'(4); 'atms'(4); 'ssmis'(4); 'sbuv/2'(4); 'modis'(3); 'airs'(3); 'tmi'(3); 'toms'(3); 'smmr'(2); 'tim'(2); 'amsu-b'(2); 'amsr-e'(2); 'haloe'(2); 'buv'(1), 'merra'(62); 'merra-2'(51); 'geos-5'(1); 'environmental modeling'(1), 
47XWNREL,A6V72NAH,2018_Broccardo_Intra-pixel variability in satellite tropospheric -chemNO_2 column densities.pdf,'aura/omi'(1), 'omi'(72); 'tropomi'(1), , 
9RZHIYNL,H9LAKNVG,2016_Hammer_Interpreting the ultraviolet aerosol index observed with the OMI satellite.pdf,'nimbus-7/toms'(1); 'aura/omi'(1); 'terra/modis'(1), 'omi'(31); 'modis'(5); 'toms'(2); 'tropomi'(1), 'geos-chem'(12); 'geos-5'(1), 
VASU494G,TSUWIPUH,2011_Sabolis_Interpreting elevated space-borne HCHO columns over the Mediterranean Sea using.pdf,'aqua/modis'(3); 'aura/omi'(1); 'aqua/modis----level 3'(1), 'omi'(23); 'modis'(4), 'geos-chem'(8); 'geos-5'(1), , OMHCHO, OMHCHO
W4KE326S,36YRDH9E,2017_Kim_Intercomparison of total column ozone data from the Pandora spectrophotometer.pdf,'aura/omi'(1), 'omi'(29); 'toms'(10), , 
F5KJ32IH,CITSD8GG,2016_Robles-Gonzalez_Intercomparison of stratospheric nitrogen dioxide columns retrieved from.pdf,'uars/haloe'(1); 'aura/omi'(1), 'omi'(32); 'haloe'(2), , , OMNO2, OMNO2
W294DSMK,A7PJF9JP,2012_Carboni_Intercomparison of desert dust optical depth from satellite measurements.pdf,'aqua/airs'(1); 'aura/omi'(1), 'seviri'(30); 'omi'(25); 'modis'(21); 'airs'(16); 'seawifs'(9); 'toms'(3), , 
B3SJ5QIH,A3LQ3UJ9,2014_Belmonte Rivas_Intercomparison of daytime stratospheric NO2 satellite retrievals and model.pdf,'aura/hirdls'(3); 'aura/omi'(2), 'omi'(38); 'hirdls'(31); 'haloe'(2); 'sage ii'(2); 'ace-fts'(2); 'tropomi'(1), , 
LLYLLUXY,8V986ZA3,2010_Zhang_Intercomparison methods for satellite measurements of atmospheric composition.pdf,'aura/omi'(2), 'omi'(112), 'geos-chem'(18), 
STMZUB57,63WA2G2T,2010_Hudman_Interannual variability in soil nitric oxide emissions over the United States.pdf,'terra/modis'(2); 'aura/omi'(1), 'omi'(24); 'modis'(2), 'geos-chem'(14); 'geos-5'(2), 
6GWMSB4S,GRRIBHIY,2011_Mei_Integration of remote sensing data and surface observations to estimate the.pdf,'terra/modis'(1); 'aqua/modis'(1), 'modis'(10); 'omi'(6); 'msu'(3); 'airs'(1); 'tim'(1); 'ro'(1), 'geos-chem'(3); 'gdas'(1), 
FBTTFAJJ,4JEGF8IP,2018_Hammer_Insight into global trends in aerosol composition from 2005 to 2015 inferred.pdf,, 'omi'(53); 'tropomi'(1), 'geos-chem'(12); 'merra'(1); 'merra-2'(1), 
W2BRC4GX,EF2BVK3K,2015_Tang_Influence of satellite-derived photolysis rates and NOsubx-sub emissions on.pdf,'aura/omi'(1), 'omi'(28); 'gmi'(1), 'geos-chem'(3), 
2LZVPRLC,PS92XGXU,2017_Sihler_In-operation field-of-view retrieval (IFR) for satellite and ground-based.pdf,'aqua/modis'(2); 'aura/omi'(1), 'omi'(52); 'avhrr'(37); 'modis'(17); 'tropomi'(2); 'ro'(1), , , OMPIXCOR, OMPIXCOR
5H6YIDMU,YEMM7R8C,2017_Schenkeveld_In-flight performance of the Ozone Monitoring Instrument.pdf,, 'omi'(86); 'toms'(2); 'sbuv'(2), , , OMTO3, OMTO3
UJ35RAAC,V9IWG5TR,2016_Flower_Improving global detection of volcanic eruptions using the Ozone Monitoring.pdf,'aura/omi'(1), 'omi'(21); 'omps'(1); 'airs'(1); 'modis'(1); 'tropomi'(1), , 
ERPRH6F2,DZBUPKWP,2018_Boersma_Improving algorithms and uncertainty estimates for satellite NO₂ retrievals.pdf,, 'omi'(74); 'tropomi'(4), , 
EPMWEYI5,T2EWRIFJ,2016_Veefkind_Improvements to the OMI O2-O2 operational cloud algorithm and comparisons with.pdf,'aura/omi'(1), 'omi'(37), , 
38XSAC6J,NIY8LQIG,2016_Bak_Improvement of OMI ozone profile retrievals by simultaneously fitting polar.pdf,'aura/mls'(2); 'aura/omi'(1); 'nimbus-7/sbuv'(1); 'noaa-18/sbuv/2'(1), 'omi'(60); 'mls'(34); 'sbuv'(7); 'sbuv/2'(6); 'pr'(4); 'omps'(2); 'ro'(1); 'toms'(1), , 
G87KM62J,YZYL3SRL,2015_van Geffen_Improved spectral fitting of nitrogen dioxide from OMI in the 405–465 nm window.pdf,'aura/omi'(1), 'omi'(63); 'tropomi'(2); 'ro'(1), 'nobm'(1), 
